description,tags
"


제1기 퍼플스 대학생 서포터즈 모집​

























퍼플스는
  2001년 유학파 전문 결혼정보회사로 시작하여 









대한민국
  정.재계 인사들과 재벌총수, 명문가, 전문직들의 성혼을 책임져온








국내
  최초 최고의 상류층 결혼정보업체입니다. 










서울,
  대전, 대구, 부산 등 전국적인 지사망을 갖추고 있으며, 









매년
  업계 유일 200명의 미혼남녀가 참여하는 특급호텔 미팅파티를 진행하고 있습니다. 







또한
  세종대왕 소헌왕후 선발대회, 미스 그랜드 코리아 등 각종 미인대회를 개최하여 대한민국의 홍보대사를 선발하는 다양한 행사를 주관하고
  있습니다. 


새로운
  경험과 스펙을 쌓을 수 있는 기회를 제공하는 퍼플스 서포터즈에 많은 관심과 지원 부탁드립니다. 




















■
  모집대상













-
  마케팅 활동에 관심이 많은 대학생 (대학생 , 휴학생 , 대학원생 등)









-
  발대식, 해단식 포함 총 4회 오프라인 모임 참여 가능한 분









-
  6개월 동안 결격사유(장기여행, 군대, 취업 등) 없이 활동 가능한 분























※
  우대사항













 *
  결혼 정보 서비스 및 미인대회에 관심이 있는 분










 *
  개인 블로그나  SNS를 활발히 운영하고 있는 분(채널 URL 필수 제출)








 *
  홍보 콘텐츠 제작에 능숙한 분(사진 / 동영상 /포토샵 / 글쓰기 등)








 *
  서포터즈, 체험단 등 관련 유경험자


























■
  모집인원 : 총 20 명



























■
  모집기간













-
  2020 년 7월 28일(화)~8월 24일(월)


























■
  지원자격













-
  대한민국 거주 청년층  (대학생 , 휴학생 , 대학원생 등)

























■
  지원방법













서식
  다운로드 후 이메일 접수 (사전미션 있음)










접수처 
  : 퍼플스 홍보마케팅팀 euna0104@gmail.com  










※
  문의 전화  : 02-518-6353



























■
  선발방법













지원
  서류 평가




























■
  활동기간













2020.09
  ~ 2021.02 (6 개월)



























■
  활동내용













-
  개인 미션: 블로그, SNS등 온라인 홍보(월 2~3회)










-
  팀 미션: 홍보 영상 제작, 대학가 설문조사등 (격월 1회) 









-
  발대식, 해단식 및 수행결과 발표 오프라인 모임 (총 4회)









*
  사정에 따라 일정에 변동사항이 생길 수 있습니다. 


























■
  활동혜택













-
  개인 활동비 (월 20만원)












-
  팀 활동비 (격월 30만원)












-
  매 월 미션 우수자 포상(5만원 상당)











-
  격 월 미션 우수팀 포상(20만원)












-
  최종 우수자 포상(30만원)












-
  최종 우수팀 포상(50만원)












-
  활동 임명장 및 수료증 증정












-
  활동 우수자 퍼플스 럭셔리 크리스마스 파티 초대










-
  활동 수료자 전원 프로필 사진촬영 제공 











-
  창단식/해단식 호텔 식사 제공



























■
  합격자 발표













-
  2020년  8월  27일 (목)












 *
  개별 연락  (예정)




























■
  발대식 : 추후 안내  (9월 11일 예정)











*
  사정에 따라 일정 변동사항이 생길 수 있습니다. 









","['대외활동', '경영']"
2020년 청음 멘토링 열~정 멘토 모집▷ 모집기간 : 2020-01-06 ~ 2020-11-06 ▷ 지원자격 : 전국 대학생 재학생 이상 성인▷ 활동혜택 : 교육 지도 후 1회당 1만원 지급▷ 활동내용 : 멘토링 활동▷ 문의처 : 02.556.3493,"['대외활동', '사회', '경영']"
"* 참여 방법 *1. 블로그 이웃 맺기 & 좋아요 & 이벤트 공유 후 URL 기재 필수!2. ‘쉼을 선물하다’ 패키지를 이용하고 싶은 이유를 댓글로 남겨주세요.​· 이벤트 기간8/11(화) – 8/23(일)​※당첨자 발표 8/25(화)​· 이벤트 경품‘쉼을 선물하다’ 패키지 커플형 체험 2박 (2명)​* 유의사항 *- 항공 미포함 / 패키지 혜택 모두 포함​※ 패키지 체험 기간 9/3(목) – 9/5(토) ※​​- 경품이 5만 원을 초과하는 경우, 소득세법에 따라 22%의 제세공과금이 부과됩니다.​- 내부 사정에 따라 패키지 체험 기간이 변동될 수 있습니다.​- 상품에 대한 경품 내용이 변동될 수 있습니다.​- 해당 이벤트의 경품 중 패키지 당첨자는 총 2명이며,당첨자 1인당 ‘2인 가족형(커플형)’으로 초대됩니다.인원 추가 시, 추가 비용은 본인 부담입니다.​- 체험 기간 동안 롯데호텔 제주 체험을 제외한 상업적 마케팅 활동은 불가합니다.​- 해당 이벤트 체험 후 ★2주 이내 촬영 이미지 공유 & 블로그 후기 작성 최소 4건이 필수입니다.★​※ 패키지 구성​1. 디럭스 가든 룸 + 더 캔버스 조식 뷔페2. 해온 스페셜 메뉴 택 13. 컬러링 포스트 카드 1ea4. 더 캔버스 흑돼지 양념구이 정식5. [커플형] 페닌슐라 라운지 스페셜 메뉴​+ [키즈형] 키즈 트래블 키트 + 챔피언 R 입장권+[패밀리형] 패밀리 락 볼링장​- 타인에게 양도 및 대리 참석이 불가합니다.- 체험 기간 동안 촬영해주신 사진은 롯데호텔 제주 마케팅 활동에 2년간 활용됩니다.- 이벤트 참가자의 초상권에 대한 사전 동의가 진행될 예정입니다.- 공개 댓글로 응모해 주셔야 정상 응모됩니다.- 댓글 도배 등 비정상적인 참여로 당첨 시 당첨이 취소될 수 있습니다.- 당첨자 선정은 내부 기준에 의하여 공정하게 이루어지며구체적인 평가 내용은 공개하지 않습니다.","['대외활동', '사회']"
"달꽃 출판사 x 담아 출판사 서포터즈 1기 모집 ▷ 모집 기간 : 2020.6.16 ~ 2020.6.29 ▷ 발표 : 2020.6.30▷ 선정 기준- 달꽃 출판사와 담아 출판사를 응원하고 있는 분- 자신의 SNS를 운영하며, 활발히 활동하시는 분- 책을 너무나도 사랑하시는 분 ▷ 참여방법1. 달꽃x담아 포스트를 팔로우 해주세요.2. 댓글에 참여하고 싶은 이유와 활동 중인 SNS 주소를 달아주세요.3. 게시글 좋아요!! 센스 ▷ 제공 혜택- 매월 달꽃과 담아의 도서 각각 한 권씩 지급 (출간 & 신간 도서)- 출판사 주최 이벤트 우선 참여 가능 (북토크, 강연 등)- 출판사 굿즈 증정 (에코백+노트)- 미션 완주 시, 모든 분께 1만 원 스타벅스 상품권 지급- 그중 베스트 1,2,3위를 뽑아서 차등 선물 지급 * 1위 : 10만 원 스타벅스 상품권 지급 * 2위 : 5만 원 스타벅스 상품권 지급 * 3위 : 3만 원 스타벅스 상품권 지급 ▷ 미션- 매달 제공 도서 개인 SNS 서평 업로드- 번개 미션 / 베스트 서포터즈를 노려라!!  (유튜브, 인스타, 페이스북, 블로그 모두 환영!!)",['대외활동']
"<한국심장재단 대학생기자단 4기 모집>■ 모집기간은 다음과 같아요- 2020.8.4(화) ~ 2020.8.24(월)■ 지원자격은 바로- 창의적이고 글쓰기를 좋아하는 전국 대학생(휴학생 포함)- 카드뉴스 및 영상 제작에 관심이 있는 대학생- 사회복지 및 심장병에 관심이 있는 대학생■ 모집일정이 궁금해요- 서류발표 : 8.25(화)- 면접 : 8.26(수)- 최종발표 : 8.27(목)- 발대식 : 8월 말/9월 초(미정)■ 지원방법을 알려주세요- 한국심장재단 홈페이지 및 홍보 사이트에서 지원서 다운받아 작성 후 이메일 제출- 이메일: bnbsk@heart.or.kr- 제출양식 파일명 : 한국심장재단 기자단 4기_이름.hwp■ 활동기간이 궁금해요- 2020.9월 ~ 2020.8월(12개월)■ 활동내용은요?- 재단 환자 및 후원자 등 인터뷰- 매월 개인 / 팀 미션 참여(재단 홍보 컨텐츠 제작 등)- 매월 기획 / 정기회의 참석(거리두기 지침에 따라 운영)■ 활동혜택은요!?- 월 활동비와 취재비 지원- 개인역량 강화 교육기회 지원- 현직기자와의 만남  - 재단 소식지 기사 투고(우수기사)기회 제공 - 온/오프라인 명함 발급 및 기념품 제공- 기자단4기 임명장 / 활동증명서 발급- 매월 우수팀 / 최종 우수기자 시상- 취재 / 교통비 지원(수도권 외 거주자)■ 궁금해요- 문의: 한국심장재단 사업팀 02-416-8763 (내선 2번) 한국심장재단 대학생기자단 4기를 모집합니다. 대학생 여러분들의 20대를 더욱 알차고 의미 있게 보내실 수 있는 기자단에 많은 참여를 기다립니다.  대학생 기자단 블로그 및 인스타그램에 방문해 주시면 3기 활동 내용을 확인하실 수 있으며, 4기 활동 내용에 대해서 더 자세하게 설명해드려요~   대학생기자단 네이버 블로그: https://blog.naver.com/heart_814 대학생기자단 인스타그램: https://www.instagram.com/heart_reporter ","['대외활동', '경영', '과학']"
"마포교육복지센터에서 2020 마포교육복지센터 학습멘토링 멘토를 추가 모집합니다!마포교육복지센터는 서울특별시서부교육지원청이 위탁하고 (사)한국청소년재단에서 운영하는 기관으로 마포구 내 교육취약청소년의 건강한 성장을 지원하기 위해 학교-지역유관기관과 연계 협력하고 있는 기관입니다.2020 마포교육복지센터 학습멘토링을 시작하기에 앞서 청소년에 대한 애정을 가지고 성실하게 학습멘토링에 임해주실 학습 멘토분들을 모집합니다.○활동기간 : 2020년 8월 ~ 활동 종료시까지(12월까지 진행 후, 내년도 협의 후 연장운영)○모집기간 : 2020년 8월 7일 ~ 모집완료시 ○모집인원 : 총 3명○모집분야(활동일자 및 내용)    < 중1 남학생 멘토모집>    - 과목 : 수학,영어(기초수준)    - 활동일자 : 매주 일요일    - 활동장소 : 학생 가정(공덕동 인근)   <초5 남학생 영어 학습지도>    - 과목 : 영어 기초(파닉스 교재활용)    - 활동일자 : 토요일 13시,  주 1회  2시간(요일 및 시간 조정 필요시 문의)    - 활동장소 : 학생 가정(상암동)    <중1 여학생 학습멘토>    - 과목 : 수학, 영어    - 활동일자 : 평일 주 1회  2시간(요일 및 시간 조정 가능)    - 활동장소 : 학생 가정(성산동)○지원자격    - 마포구 내 거주하는 지역주민 또는 인근 대학(원)생   - 청소년 대상 학습지도 가능한 자   - 6개월 이상 장기간 활동이 가능한 자   - 매주 1회(2시간) 활동이 가능한 자○활동내용    - 멘토 O.T 및 교육 (필수 참석)   - 1:1 맞춤형 학습멘토링 (주1회)   - 멘토 간담회 & 워크숍 등○활동 혜택   - 자원봉사확인증 발급 (1365)    - 활동비 (회기당 1만원) 지급○신청방법 : 홈페이지 공지사항 -> 신청서 작성 -> 이메일 접수○문의   - 전화 : 02-303-2652   - 홈페이지 : www.mpedu.or.kr   - 이메일 : mpeduwelfare@hanmail.net","['대외활동', '사회', '봉사']"
"이글립스 공식 서포터즈 립스터즈 8기 모집  ▷모집기간 : 2020.7.1 ~ 2020.7.5 ▷ 지원자격- 뷰티에 관심이 많고 이글립스의 신제품을 가장 먼저 사용해보고 싶으신 분- 개인 블로그, 인스타그램 활동을 하시는 분- 서포터즈 활동 기간내에 성실하게 미션을 수행하실 수 있는 분 ▷ 발표 : 2020.7.9  ▷ 활동내용- 제품 수령 후 블로그와 인스타그램에 리뷰 작성- 온라인 커뮤니티 내 컨텐츠 바이럴 활동- 매월 1~2회 개별미션 수행 ▷ 활동혜택- 웰컴 기프트 제공- 신제품 및 베스트 제품 지원- 매월 우수자 선정 이글립스샵 적립금 지원- 수료 후 최우수 서포터즈 이글립스샵 적립금 추가 지원","['대외활동', '경영', '미술']"
"▷ 주최사 / 활동명(주) 더나은인재들 디지털 마케팅 실무 서포터즈우리 회사는,하고 싶은 일을 하며 즐거운 인생을 살고 싶은대기업 출신 젊은 창업가들이 모여 만든 회사로, 브랜드 디자인, 교육업, 출판업, 마케팅솔루션 회사를 포함현재 7개의 사업을 운영중인 브랜드&디벨롭 회사입니다.면접관이 좋아하는 특별한 실무 스펙이 필요하다면젊은 멘토를 만나고 싶다면가로수 길에 있는 아지트를 가지고 싶다면지금이 기회입니다.▷ 활동내용대학생활에 도움이 되는 컨텐츠 기획SNS 홍보 마케팅 (대기업 마케팅 방식대로)내 브랜드가 고객에게 닿으려면? (실전 마케팅 실행)>> 삼성 마케터가 직접 멘토링합니다>> 서포터즈로 활동하며 진짜 실무를 배우고, 경험해봅니다.▷ 모집 기간~ 2020.08.07▷ 모집 인원00명▷ 모집 대상(+졸업생 가능여부)SNS (블로그, 유튜브, 페이스북, 인스타그램)을 활발히 운영하고 있는,열정가득한 대학 재학생 (휴학생)▷ 참가 비용 유/무없음▷ 우대 사항SNS (블로그, 유튜브, 페이스북, 인스타그램)을  활발히 운영중인 분영상 촬영 / 사진 촬영 능력자 우대▷ 활동 지역서울 신사동 낭만 아지트 / 온라인  ▷ 활동 기간8월 11일 부터, 약 3개월간▷ 활동 혜택낭만 B&D 마케팅 서포터즈 수료증 제공 디지털 마케팅이란?  (실무 강연)낭만 비엔디 강연 50 % 할인 제공미션 완료시, 스펙 1000% 업그레이드 강연 (대기업 출신 멘토)우수 활동자, 자소서 1:1 첨삭 제공 (100만원 상당)우수 활동자, 낭만작가/낭만창업 수업 제공 (100만원 상당)최우수 활동자, 실무 마케터 인턴 기회 제공가로수길 낭만 아지트 사용권 ▷ 오프라인 모임 횟 수 (월 x회)월 1 ~ 2 회 모임 (온라인 모임으로 대체될 수 있음)▷ 지원하는 방법1) 사전미션 진행 - 본 서포터즈 홍보물을 자신의 블로그 / 브런치 / 인스타그램에 올려주세요 (택 1)- 낭만비엔디의 수업, (낭만작가 / 낭만창업) 이 무엇인지 알리는 소개 콘텐츠를    제작하여 자신의 블로그 / 브런치 / 유튜브에 올려주세요 (택 1)- 낭만 비엔디 공식 홈페이지 (https://n-business.imweb.me/) 2) 신청서 작성서포터즈 신청 폼 작성 후 지원해주세요.https://forms.gle/m7tMFR6B9uCavyPf8* 감동적인 소개 콘텐츠일 경우, 낭만작가 수업 제공 * 지원만 해도, '좋아하는 일을 하며 사는 방법' 강연 초대권 제공▷ 공식 카페/블로그 및 SNShttps://n-business.imweb.me▷ 기타2020. 08. 11 (화) 발대식 불참시 합격이 취소될 수 있습니다. 합격자 발표는 개별 이메일 및 연락처로 드릴 예정입니다. < 대외활동 담당자의 Q&A >Q. 지난번 경쟁률은 어땠나요?A. 5:1 (떨어뜨리기 보단, 괜찮은 사람은 다 붙여서 마케터로 키워보자는 마음으로 서포터즈를 뽑습니다. 주저말고 지원해보세요~!) Q. 필요 역량 및 우대 사항은 뭔가요?A. 대학생은 열정만 있으면 되죠. Q. 서류/면접전형 주의사항이 있다면?A. 마음을 다해, 사전 미션을 진행해주세요.      그 마음을 저희가 알 수 있어요. Q. 구체적으로 어떤 활동 하나요?A. 실제 기업의 마케팅 활동을 직접 진행해봅니다.      삼성 출신 마케터가 직접 멘토링합니다.Q. 우리 활동, '이것' 만큼은 꼭 자랑하고 싶다!A. 이보다 더 좋은 '자소서 스펙' 은 없다.!      실제 서포터즈 활동을 자소서에 어떻게 살리면 '면접관'이 좋아하는지 가이드도 함께 해드립니다. Q. 지원 망설이는 분들에게 한 마디 해주신다면!A. 멋진 멘토와 가로수길 아지트를 가질 수 있는 절호의 기회! ","['대외활동', '경영', '경영']"
"★블루밍나이트, 로즈미 시리즈 체험단★(블로그, 스토어 서포터즈)★친구, 지인과 함께 신청 가능해요~★★홈페이지 지원하기 클릭!★■ 제공내역 : 택 1 1. 활동비 5천원 + 바디&이너 청결미스트 2개 + 마스크팩 2종2. 활동비 5천원 + 이너퍼퓸(오일형) 1개 + 마스크팩 5종(1번과 2번 택 1)※선착순 선택 완료 후 랜덤 배정※몸이나 옷(이너)에 뿌리고 바르는 퍼퓸(향수)개념입니다.(씻는 용도 X)■ 모집조건 -네이버 블로그 운영하는 자■ 모집인원 :  10명■ 기타- 문자로 선정소식이 전달되니 꼭! 확인해주세요- 가이드라인 전달 예정(링커리어 보고 지원했다고 담당자에게 알려주세요~)","['대외활동', '미술', '경영']"
"당신이 까스텔바작 모델? 난할게 캠페인 모델 모집▷ 기간 및 일정- 2020.02.10 ~2020.10.31- 선정은 지원 기간 중 총 5회에 걸쳐 진행되며, 선정되신 분들께는 개별 안내드립니다.▷ 참가대상- 제한 없음▷ 선정 모델 특전1. 특급 포토그래퍼 조선희 등 최고의 촬영 스태프와 모델 도전의 기회 & 각종 미디어 노출2. 까스텔바작 앰배서더 지위 획득 & 순금 회원증 증정 (3년간 50% 할인 혜택)3. 선발된 10명 중 최종 3인을 선별하여 500만원 상당의 프랑스 여행권 지급4. 촬영경비 100만원 지급▷ 참가방법1. SNS에 해시태그 ""#난할게""와 자신의 사진 업로드 하기2. 난할게 캠페인 공식사이트에서 응모하기","['대외활동', '미술']"
"▷ 주최사 / 활동명- KIMST / 해양수산과학기술진흥원 대학생 크리에이터 4기 모집▷ 활동내용- 콘텐츠 제작 및 행사 참여 등 홍보 활동- 해양수산과학기술 관련 콘텐츠 제작 (활동가이드 및 주제 전달)- 개인 SNS를 통한 재단 SNS 게시물 (댓글, 좋아요, 공유 등 활동▷ 모집 기간- 2020.6.19.(금) ~ 상시▷ 모집 인원- 제한없음▷ 모집 대상(+졸업생 가능여부)- 대학생(재학생,휴학생 포함)▷ 참가 비용 유/무- 무▷ 우대 사항- 해양수산과학기술에 관심이 있는 대학생- SNS 활동이 왕성하고, 관련 콘텐츠 제작에 자신이 있는 분(영상, 이미지, 글 어떤 것이든 가능)▷ 활동 지역- 온라인▷ 활동 기간2020년 7월 ~ 2020년 12월▷ 활동 혜택- 콘텐츠 제작 및 활동에 대한 소정의 활동료 지급- 4기 해양수산과학기술 대학생 크리에이터 활동증명서 발급- 월별 우수활동자 포상 / 최종 우수활동자 포상▷ 오프라인 모임 횟 수 (월 x회)- 월0, 해단식1회(21년1월예정)▷ 지원하는 방법http://bit.ly/3hGg4nu▷ 공식 카페/블로그 및 SNShttps://blog.naver.com/kimst3460","['대외활동', '경영', '과학']"
"SK하이닉스 대학생 스포츠 콘텐츠 크리에이터 3기 모집■ 모집인원 : 0명■ 모집기간 : 2020.08.14 ~ 2020.08.23■ 지원자격 : 콘텐츠 제작에 관심있는 영상편집, 포토샵, 일러스트 활용 가능 대학생 (휴학생 포함)■ 모집일정- 서류 합격자 발표 : 2020.08.28 (금)- 면접 : 2020.09.04 (금)- 최종 합격자 발표 : 2020.09.11 (금)■ 지원방법- 지원서 작성 후 이메일 접수 hyunsung1.choi@sk.com■ 활동 내용 및 혜택- SK하이닉스 스포츠팀 관련 SNS 콘텐츠 제작- 타 스포츠 구단 SNS 운영 BM기회 제공- 우수활동자 표창 및 포상- 활동 종료 후 수료증 수여■ 활동기간 : 2020.09 ~ 2021.02 (약 6개월)■ 문의 : 010-9182-0371 / hyunsung1.choi@sk.com","['대외활동', '운동', '경영']"
"◆ 지원자격 - 장애인 인식개선에 관심을 갖고 있는 대학생 - 블로그 및 인스타그램을 활용하여 장애인 인식개선 콘텐츠를 제작, 홍보할 수 있는 대학생◆ 활동내용 - 장애인 인식개선을 위한 콘텐츠 제작 및 포스팅(월 2회) - 장애인 인식개선을 위한 온·오프라인 홍보 활동(기간 내 2회) - 발대식, 회의, 수료식 등 서포터즈 모임 참여◆ 활동혜택 - 허브메신저 수료증 - VMS 자원봉사 인증서 발급 - 소정의 활동비 지원(월 10만 원), 기념품 제공 - 우수 활동자(개인/조) 시상 및 시상금◆ 활동기간 - 2020년 9월 ~ 12월 * 발대식 및 1차 전체회의(9월), 해단식(12월) 필참◆ 모집인원 - 총 18명 내외◆ 모집기간 - 2020년 8월 10일(월) ~ 8월 25일(화) 18:00까지◆ 선정절차  - 참가신청서 접수 ➡ 서류심사  ➡ 전화인터뷰  ➡ 최종 선정◆ 선정자발표 - 2020년 8월 31일(월) 예정   ※ 홈페이지(www.herbnanum.org) 및 개별 안내◆ 지원방법 - 한국장애인재단 홈페이지에서 지원서를 다운로드 후 작성하여 이메일(master@herbnanum.org)로 제출◆ 문의 - 한국장애인재단 모금홍보팀 02-6399-6237, master@herbnanum.org","['대외활동', '경영', '봉사']"
" ○ 행사명 : 2020 대한민국 도시재생 산업박람회 ○ 행사기간 : 2020. 10. 14(수) ~ 16(금), 3일간 ※ 봉사시간 : 9:30 ~ 17:30(휴게/점심시간 1시간 포함) ○ 행사장소 : 서울 잠실한강공원 트랙구장 ○ 모집기간 : 2020. 10. 8(목) 17시까지 ○ 모집대상 : 수도권 거주자, 성인 (만 20세 이상의 성인 남녀) ○ 모집인원 : 약 100명 ○ 활동분야 : 행사지원 및 안내근무위치주요업무내용안내/등록데스크행사장 안내 및 리플렛 배포, 입장등록안내 등행사장 내부행사장 내 질서 유지, 방역관리 등메인무대/세미나실행사 등록안내 및 현장 비품 세팅, 프로그램 운영 지원 등주차장차량안내 및 주차공간 관리 등사무국사무국 운영지원 등 ○ 지원방법 : 자원봉사지원서 작성 후 박람회 사무국 메일로 온라인접수 ※ 메일/파일첨부 양식 : “홍길동_자원봉사지원” ○ 제출서류 : 자원봉사지원서, 신분증사본, 통장사본 각 1부 ※ 자원봉사지원서 붙임 참조, ‘1365 자원봉사포털’ 가입 필수 ○ 인센티브 : 활동비 지급(3만원), 자원봉사 활동실적 인증(봉사시간 기준), 유니폼 및 점심 제공, 방역물품 제공 ※ 오리엔테이션은 박람회 하루 전 진행될 예정이며 사정에 의해 일정이 변경될 수 있음 ○ 문의처 : 대한민국 도시재생 산업박람회 사무국 ☎ 02-785-5801  ☞ uriexpo@naver.com  ⇒ www.criexpo.kr","['대외활동', '미술']"
"방학의 끝자락... 개강 전 제대로 Flex 해보고 싶다면?2박3일 동안 현직자에게 직무이야기와 취업 꿀팁도 듣고!기업 과제로 실무역량까지 UP 할 수 있는 기회!   <2박3일 실무경험 프로젝트 4기 기획/마케팅 직무편>       ▷ 주최사/ 활동명- 오픈놀 / 2박3일 실무경험 프로젝트 (기획/마케팅 직무편)   ▷ 활동내용- 2박3일 동안 팀을 이루어 기업의 과제를 수행하고, 현직자 강연을 통해 직무이해도를 높이는 시간!   1)나의 기업 찾기- 나의 직업 가치관 및 진로 탐색 프로그램   2) 기획/마케팅 직무 파헤치기- 기회/마케팅 직무 3~5년차 현직자가 말해주는 기획/마케팅 직무 취업스토리 및 직무이야기   3) 기획안 작성법- 학교,회사 어디에서나 사용할 수 있는 기획안 작성법 4) 우수 중소기업탐방- 기업 스토리 및 실무프로젝트 수행을 위한 Q&A   5) 기업 실무 프로젝트 (팀프로젝트)- 2박3일 동안 팀 과제로 진행하는 기업 실무 프로젝트   6)청년고용정책 소개-청년을 위한 꿀팁! 청년고용정책 소개   ▷모집기간- 모집 마감 : ~ 2020.08.24.(월)까지- 합격자 발표 : 2020.08.25.(화) <합격자에 한하여 개별연락>   ▷모집인원- 45명   ▷모집대상 (+졸업생 가능 여부)-기획/마케팅 직무에 관심 있는 대학생 및 취업준비생-팀프로젝트 수행을 위해 노트북,태블릿 PC 등의 전자기기를 지참해주세요.   ▷참가비용 유/무- 무료    ▷활동지역- 세종대학교 (서울특별시 광진구 능동로 209)   ▷활동기간- 2020.08.26.(수) ~ 2020.08.28.(금)  <2박3일>*숙식 제공   ▷활동혜택- 고용노동부 수료증(중소기업탐방 교육 수료자), 참가기업 수료증(실무프로젝트 수료자)- 관심 직무에 대한 실무 프로젝트 체험- 지원사업 안내 및 연계- 식사/ 기념품 제공   ▷지원하는 방법- 온라인 신청 : https://miniintern.com/event/371* 신청시 필요한 회원가입은 메일주소와 비밀번호만 설정하시면 됩니다 :)   ▷ 문의처- 전화 : 010-4670-3056- 메일 : camp@openknowl.com   ","['대외활동', '경영']"
"▶주최사 / 활동명월드투게더 / 온라인 자원봉사단 해피메신저▶활동내용국제개발협력 NGO 월드투게더에서 질병, 기아, 물부족, 난민 같은 글로벌 이슈를 온라인에 알리고 세상에 작은 변화들을 함께 만들어갈 온라인 서포터즈 해피메신저를 모집합니다.- 16주간(약 4개월간)활동- SNS/BLOG 포스팅을 통해 온라인 기자단으로 활동▶모집 기간지원서 접수: ~2020.8.23(일) 자정까지합격자 발표: ~2020.8.24(월) 저녁* 합격자 월드투게더 홈페이지 공지사항 확인▶모집 인원총 50명▶모집 대상(+졸업생 가능여부)- SNS와 BLOG를 활발하게 운영하시는 분- 국제개발협력이나 구호, 지원봉사에 관심이 있는 분- 시간과 장소에 크게 구애받지 않는 대외활동을 원하시는 대학생/일반인(졸업생 가능)▶참가 비용 유/무- 참가비용 없음▶우대 사항- 자원봉사활동 인증서 발급- 우수활동자에게 '우수활동인증서' 발급- 월드투게더 해외파견간사지원시 가산점- 기관 행사 초청 혜택▶활동 지역- 주로 재택- 1~2회 정도 오프라인 모임이 있을 수 있음(해단식 포함)▶활동 기간- 16주간(약 4개월간)활동▶활동 혜택- 자원봉사활동 인증서 발급- 우수활동자에게 '우수활동인증서' 발급- 월드투게더 해외파견간사지원시 가산점- 기관 행사 초청 혜택▶오프라인 모임 횟 수 (월 x회)- 활동기간 동안 오프라인 모임 가능할 수 있으나 고정적인 모임은 아님▶지원하는 방법- 월드투게더 홈페이지(www.worldtogether.or.kr) 공지사항에서 지원- 바로가기> https://forms.gle/3YLBsW2ZvTKvk3ts9﻿","['대외활동', '경영', '봉사']"
"KB스타즈 여자프로농구단 대학생 홍보대사 10기 모집 ■ 지원대상- 충청권 소재 대학생- 휴학생, 계절학기 졸업생, 이전 슈팅스타 수료생 포함 (4팀 운영) ■ 우대조건- 스포츠 및 마케팅•홍보 전공- 사진, 영상, 공연, 대외활동, 봉사활동 등 경험자 ■ 모집인원 : 20명 내외 ■ 활동기간 : 2020년 9월 ~ 2021년 5월 (약 9개월) ■ 진행안내- 모집 기간 : 2020년 8월 17일(월) ~ 8월 31일(월)- 1차 합격자 발표 : 2020년 9월 2일(수)- 홍보대사 면접 : 2020년 9월 4일(금)- 최종합격자 발표 : 2020년 9월 7일(월)- 오리엔테이션 : 2020년 9월 12일(토) / 장소 미정 (오리엔테이션 일정/장소는 변경될 수 있습니다.) ■ 활동안내- 농구단 홍보를 위한 페이스북 콘텐츠 제작- 월별 콘텐츠 제작 후 업로드(10월/11월/12월/1월/2월/3월)- 유관중시 홈 경기 직관 참여 (팀별 월 2회 이상 / 일반 관중 응원 유도 등)- 팀별 KB스타즈 관련 설문조사 기획- 홈 경기 입장 관중 대상 이벤트- 연고지 시민 대상 농구단 홍보 및 경기 관람 유도 ■ 활동혜택- 활동 수료 시 KB스타즈 스포츠마케팅 수료 인증- 정규리그, WKBL 6개 구단 경기 입장 가능 ID카드 제공- 조별 활동비 및 물품 지원- KB스타즈 대학생 홍보대사 기념품 제공- 활동 기간 중 워크샵 ■ 지원방법- KB스타즈 홈페이지에서 지원서 다운로드 및 작성 후 이메일 제출 (jsh@crepnp.com) ■ 문의사항- KB스타즈 슈팅스타 운영사무국 이메일로 문의 바랍니다. (jsh@crepnp.com)","['대외활동', '운동']"
