,id,title,link,host,duedate,image,description,tags
23,24,제12기 방송통신위원회 정책기자단 모집,https://linkareer.com/activity/43959,방송통신위원회,8/28/2020,,"방송통신위원회가 ‘제12기 정책기자단’을 모집합니다.생생한 아이디어와 열정으로 소중한 경험을 함께 할 여러분의 많은 참여 바랍니다.□ 모집분야 : 작문, 크리에이터(영상, 웹툰 등)□ 모집인원 : 30명 이내□ 지원자격○ 작문 : 현장 취재 및 블로그기사, 카드뉴스 등 콘텐츠 제작이 가능한 자※ 학보사, 기자단 경험자, 블로그 운영자 우대○ 크리에이터: 영상, 웹툰 등의 콘텐츠 제작에 능한 자※ 영상 : 에펙·프리미어·파이널컷 등 영상 편집프로그램 활용이 능숙한 자(유튜브 채널 운영자 우대)※ 웹툰 : 포토샵, 일러스트 등을 활용해 캐릭터와 웹툰 제작이 능숙한 자(웹툰 제작 경험자 우대)□ 활동기간 : 2020년 9월 16일 ~ 2021년 9월 15일(1년)□ 활동내용○ 방송통신 관련분야 취재 아이템 기획 및 정책 홍보 콘텐츠 제작○ 현장스케치, 인터뷰, 팸투어 등 현장취재 및 콘텐츠 제작○ 위원회 SNS 홍보활동 및 캠페인 참여□ 혜택 및 특전○ 다양한 방송통신 정책 관련 행사 참여 기회 제공○ 제작한 콘텐츠 게재 시 소정의 원고료 지급○ 기자단 수료증 발급□ 제출서류○ 기자단 지원서 1부○ 포트폴리오 1부 (영상, 웹툰의 경우 포트폴리오 콘텐츠 URL 기재)○ 개인정보제공동의서 1부 작성 제출(스캔 또는 사진파일)□ 제출방법○ 이메일 접수(kcc1335@naver.com), 파일명 :‘지원서-이름.hwp’ 형식으로 제출□ 접수기간 : 2020. 8. 3.(월) ~ 8. 28.(금) 24:00 까지□ 선발통보 : 2020. 9. 7.(월)□ 문 의 : 방송통신위원회 디지털소통팀(02-2110-1356)","['대외활동', '사회']"
24,25,"[빡공단 3기] 하루10분, 대학생 온라인 자기계발 스터디(선착순 모집)",https://linkareer.com/activity/44678,베어유,8/31/2020,,"하루10분, 대학생을
위한 온라인 자기계발 스터디 대외활동 빡공단 3기를 모집합니다.이제 곧 개강하는데, 개강맞이 리프레쉬하는 느낌으로 빡공단
3기 어떠신가요~?방학 내 넷쁠릭씁, 유트브 외에 아무것도 해둔 것이 없다면... 빡공단 3기 적극 추천합니다!취준, 커리어, 투잡, 취미 등등 내가 원하는 분야를 딱 하루10분씩 배워보고 싶다는 의지만
있다면 빡공단 3기로 커뭔! <빡공단이란?>30일 동안 매일매일 하루 딱 10분씩! 자신이 배워보고 싶은 분야(취업, 커리어, 투잡, 취미의
카테고리)의 한 가지 온라인 클래스를 수강하면서 꼭 필요한 것들만 짧고 굵게 배워 내 것으로 만드는
온라인 스터디 그룹입니다.아이패드7세대(우수자), 빡공장학금 30만원, 활동수료증, 게릴라미션 기프티콘, 빡공세미나까지!! 뙇 받아가면 빡공단 한 달 만에 부셨다고 자랑할 수 있따!! <모집요강>- 모집대상 : 전국 대학생(재학생, 휴학생, 취준생) 누구나
- 모집기간 : 8월 15일(토) ~ 8월 30일(일)
- 선발과정 : 선착순 마감
- 활동기간 : 8월 한달
- 모집인원 : 50명 이상
- 지원방법 : 베어유 포스트 페이지 내 구글독스 신청서 작성 
- 활동내용 : 베어유 온라인클래스 수강 / 하루10분 온라인 스터디그룹 출석체크 / 게릴라 미션활동
- 활동혜택 : 아이패드 7세대(우수활동자) / 빡공장학금30만원 / 수료증 / 빡공세미나 / 빡공단
커뮤니티 참여 / 게릴라미션 기프티콘 ","['대외활동', '사회']"
25,26,켄싱턴호텔앤리조트 서포터즈 4기 모집,https://linkareer.com/activity/44659,켄싱턴호텔앤리조트,8/27/2020,,"켄싱턴호텔앤리조트 서포터즈 4기 모집 ■ 모집인원 : 총 92팀 ■ 모집기간 : 2020.8.13 ~ 2020.8.27 ■ 발표 : 2020.9.4- 켄싱턴호텔앤리조트 공식블로그 & 공식홈페이지 동시 발표 및 연락 ■ 지원방법- 모집 글에 좋아요와 공유하고 체험단 신청- https://docs.google.com/forms/d/e/1FAIpQLSc3VsIKher0FLg1IDJz3BrzFmXdIN5QDTK7AONhkNZv1l5_Nw/viewform ■ 여행가능 기간 : 2020.9.4 ~ 9.29 중 1박 2일 / 주말, 연휴 제외 ■ 활동내용 : 1박 2일 체험 후, 블로그 및 SNS를 통해 후기를 작성 ■ 활동혜택 : 전국 12개 지점에서 14가지 패키지로 다양한 여행 제공","['대외활동', '사회']"
26,27,공블러 2020 출판프로젝트 공동저자단 모집,https://linkareer.com/activity/33750,공블러,12/31/2020,https://s3.ap-northeast-2.amazonaws.com/media.linkareer.com/activity_manager/content/2020-02-201512581994610_content.png,"공블러 2020 출판프로젝트 공동저자단 모집▷ 접수기간 : 2020.02.01(토) ~ 2020.12.31(목) 까지▷ 지원자격   - 수도권 4년제 대학 재학생&휴학생(2020학번 포함)▷ 활동내용  - 대학생을 위한 최고의 대외활동&스펙!  - 내가 직접 쓴 원고를 책으로 내고, 공동저자단으로 이름을 올릴 기회!  - 2020 출판프로젝트 공동저자단   ① 생활기록부 학년별/영역별 관리법,    ② 자기소개서 문항별 작성법,   ③ 공부법을 주제로 2020년 하반기에 출간하며, 출간하는 책과 함께 합격선배X생기부/자소서/공부법 온라인 서비스로도 개발되어 공블러닷컴에서 제공될 예정입니다.▷ 활동혜택  - 출간되는 도서에 본인의 이름이 저자로 등재  - 공동저자단 인세 지급  - 공동저자단 대외활동 인증서 발급▷ 담당자 전화번호 : 1544-1030",['대외활동']
27,28,퍼플스 대학생 서포터,https://linkareer.com/activity/43548,퍼플스(주),8/24/2020,,"


제1기 퍼플스 대학생 서포터즈 모집​

























퍼플스는
  2001년 유학파 전문 결혼정보회사로 시작하여 









대한민국
  정.재계 인사들과 재벌총수, 명문가, 전문직들의 성혼을 책임져온








국내
  최초 최고의 상류층 결혼정보업체입니다. 










서울,
  대전, 대구, 부산 등 전국적인 지사망을 갖추고 있으며, 









매년
  업계 유일 200명의 미혼남녀가 참여하는 특급호텔 미팅파티를 진행하고 있습니다. 







또한
  세종대왕 소헌왕후 선발대회, 미스 그랜드 코리아 등 각종 미인대회를 개최하여 대한민국의 홍보대사를 선발하는 다양한 행사를 주관하고
  있습니다. 


새로운
  경험과 스펙을 쌓을 수 있는 기회를 제공하는 퍼플스 서포터즈에 많은 관심과 지원 부탁드립니다. 




















■
  모집대상













-
  마케팅 활동에 관심이 많은 대학생 (대학생 , 휴학생 , 대학원생 등)









-
  발대식, 해단식 포함 총 4회 오프라인 모임 참여 가능한 분









-
  6개월 동안 결격사유(장기여행, 군대, 취업 등) 없이 활동 가능한 분























※
  우대사항













 *
  결혼 정보 서비스 및 미인대회에 관심이 있는 분










 *
  개인 블로그나  SNS를 활발히 운영하고 있는 분(채널 URL 필수 제출)








 *
  홍보 콘텐츠 제작에 능숙한 분(사진 / 동영상 /포토샵 / 글쓰기 등)








 *
  서포터즈, 체험단 등 관련 유경험자


























■
  모집인원 : 총 20 명



























■
  모집기간













-
  2020 년 7월 28일(화)~8월 24일(월)


























■
  지원자격













-
  대한민국 거주 청년층  (대학생 , 휴학생 , 대학원생 등)

























■
  지원방법













서식
  다운로드 후 이메일 접수 (사전미션 있음)










접수처 
  : 퍼플스 홍보마케팅팀 euna0104@gmail.com  










※
  문의 전화  : 02-518-6353



























■
  선발방법













지원
  서류 평가




























■
  활동기간













2020.09
  ~ 2021.02 (6 개월)



























■
  활동내용













-
  개인 미션: 블로그, SNS등 온라인 홍보(월 2~3회)










-
  팀 미션: 홍보 영상 제작, 대학가 설문조사등 (격월 1회) 









-
  발대식, 해단식 및 수행결과 발표 오프라인 모임 (총 4회)









*
  사정에 따라 일정에 변동사항이 생길 수 있습니다. 


























■
  활동혜택













-
  개인 활동비 (월 20만원)












-
  팀 활동비 (격월 30만원)












-
  매 월 미션 우수자 포상(5만원 상당)











-
  격 월 미션 우수팀 포상(20만원)












-
  최종 우수자 포상(30만원)












-
  최종 우수팀 포상(50만원)












-
  활동 임명장 및 수료증 증정












-
  활동 우수자 퍼플스 럭셔리 크리스마스 파티 초대










-
  활동 수료자 전원 프로필 사진촬영 제공 











-
  창단식/해단식 호텔 식사 제공



























■
  합격자 발표













-
  2020년  8월  27일 (목)












 *
  개별 연락  (예정)




























■
  발대식 : 추후 안내  (9월 11일 예정)











*
  사정에 따라 일정 변동사항이 생길 수 있습니다. 









","['대외활동', '경영']"
28,29,청음복지관 2020년 청음 멘토링 열~정 멘토 모집,https://linkareer.com/activity/31548,청음복지관,11/6/2020,https://s3.ap-northeast-2.amazonaws.com/media.linkareer.com/activity_manager/content/2020-01-091511498964750_content.png,2020년 청음 멘토링 열~정 멘토 모집▷ 모집기간 : 2020-01-06 ~ 2020-11-06 ▷ 지원자격 : 전국 대학생 재학생 이상 성인▷ 활동혜택 : 교육 지도 후 1회당 1만원 지급▷ 활동내용 : 멘토링 활동▷ 문의처 : 02.556.3493,"['대외활동', '사회', '경영']"
29,30,롯데호텔제주 2020 가을 쉼을 선물하다 패키지 체험단 모집,https://linkareer.com/activity/44507,롯데호텔제주,08/23/2020,https://s3.ap-northeast-2.amazonaws.com/media.linkareer.com/activity_manager/content/2020-08-121130166567200_content.png,"* 참여 방법 *1. 블로그 이웃 맺기 & 좋아요 & 이벤트 공유 후 URL 기재 필수!2. ‘쉼을 선물하다’ 패키지를 이용하고 싶은 이유를 댓글로 남겨주세요.​· 이벤트 기간8/11(화) – 8/23(일)​※당첨자 발표 8/25(화)​· 이벤트 경품‘쉼을 선물하다’ 패키지 커플형 체험 2박 (2명)​* 유의사항 *- 항공 미포함 / 패키지 혜택 모두 포함​※ 패키지 체험 기간 9/3(목) – 9/5(토) ※​​- 경품이 5만 원을 초과하는 경우, 소득세법에 따라 22%의 제세공과금이 부과됩니다.​- 내부 사정에 따라 패키지 체험 기간이 변동될 수 있습니다.​- 상품에 대한 경품 내용이 변동될 수 있습니다.​- 해당 이벤트의 경품 중 패키지 당첨자는 총 2명이며,당첨자 1인당 ‘2인 가족형(커플형)’으로 초대됩니다.인원 추가 시, 추가 비용은 본인 부담입니다.​- 체험 기간 동안 롯데호텔 제주 체험을 제외한 상업적 마케팅 활동은 불가합니다.​- 해당 이벤트 체험 후 ★2주 이내 촬영 이미지 공유 & 블로그 후기 작성 최소 4건이 필수입니다.★​※ 패키지 구성​1. 디럭스 가든 룸 + 더 캔버스 조식 뷔페2. 해온 스페셜 메뉴 택 13. 컬러링 포스트 카드 1ea4. 더 캔버스 흑돼지 양념구이 정식5. [커플형] 페닌슐라 라운지 스페셜 메뉴​+ [키즈형] 키즈 트래블 키트 + 챔피언 R 입장권+[패밀리형] 패밀리 락 볼링장​- 타인에게 양도 및 대리 참석이 불가합니다.- 체험 기간 동안 촬영해주신 사진은 롯데호텔 제주 마케팅 활동에 2년간 활용됩니다.- 이벤트 참가자의 초상권에 대한 사전 동의가 진행될 예정입니다.- 공개 댓글로 응모해 주셔야 정상 응모됩니다.- 댓글 도배 등 비정상적인 참여로 당첨 시 당첨이 취소될 수 있습니다.- 당첨자 선정은 내부 기준에 의하여 공정하게 이루어지며구체적인 평가 내용은 공개하지 않습니다.","['대외활동', '사회']"
30,31,달꽃 출판사 x 담아 출판사  서포터즈 1기 모집,https://linkareer.com/activity/41339,달꽃 출판사 x 담아 출판사,10/10/2020,https://s3.ap-northeast-2.amazonaws.com/media.linkareer.com/activity_manager/content/2020-06-261206113636070_content.png,"달꽃 출판사 x 담아 출판사 서포터즈 1기 모집 ▷ 모집 기간 : 2020.6.16 ~ 2020.6.29 ▷ 발표 : 2020.6.30▷ 선정 기준- 달꽃 출판사와 담아 출판사를 응원하고 있는 분- 자신의 SNS를 운영하며, 활발히 활동하시는 분- 책을 너무나도 사랑하시는 분 ▷ 참여방법1. 달꽃x담아 포스트를 팔로우 해주세요.2. 댓글에 참여하고 싶은 이유와 활동 중인 SNS 주소를 달아주세요.3. 게시글 좋아요!! 센스 ▷ 제공 혜택- 매월 달꽃과 담아의 도서 각각 한 권씩 지급 (출간 & 신간 도서)- 출판사 주최 이벤트 우선 참여 가능 (북토크, 강연 등)- 출판사 굿즈 증정 (에코백+노트)- 미션 완주 시, 모든 분께 1만 원 스타벅스 상품권 지급- 그중 베스트 1,2,3위를 뽑아서 차등 선물 지급 * 1위 : 10만 원 스타벅스 상품권 지급 * 2위 : 5만 원 스타벅스 상품권 지급 * 3위 : 3만 원 스타벅스 상품권 지급 ▷ 미션- 매달 제공 도서 개인 SNS 서평 업로드- 번개 미션 / 베스트 서포터즈를 노려라!!  (유튜브, 인스타, 페이스북, 블로그 모두 환영!!)",['대외활동']
31,32,한국심장재단 대학생기자단 4기 모잡,https://linkareer.com/activity/44012,한국심장재단,8/24/2020,,"<한국심장재단 대학생기자단 4기 모집>■ 모집기간은 다음과 같아요- 2020.8.4(화) ~ 2020.8.24(월)■ 지원자격은 바로- 창의적이고 글쓰기를 좋아하는 전국 대학생(휴학생 포함)- 카드뉴스 및 영상 제작에 관심이 있는 대학생- 사회복지 및 심장병에 관심이 있는 대학생■ 모집일정이 궁금해요- 서류발표 : 8.25(화)- 면접 : 8.26(수)- 최종발표 : 8.27(목)- 발대식 : 8월 말/9월 초(미정)■ 지원방법을 알려주세요- 한국심장재단 홈페이지 및 홍보 사이트에서 지원서 다운받아 작성 후 이메일 제출- 이메일: bnbsk@heart.or.kr- 제출양식 파일명 : 한국심장재단 기자단 4기_이름.hwp■ 활동기간이 궁금해요- 2020.9월 ~ 2020.8월(12개월)■ 활동내용은요?- 재단 환자 및 후원자 등 인터뷰- 매월 개인 / 팀 미션 참여(재단 홍보 컨텐츠 제작 등)- 매월 기획 / 정기회의 참석(거리두기 지침에 따라 운영)■ 활동혜택은요!?- 월 활동비와 취재비 지원- 개인역량 강화 교육기회 지원- 현직기자와의 만남  - 재단 소식지 기사 투고(우수기사)기회 제공 - 온/오프라인 명함 발급 및 기념품 제공- 기자단4기 임명장 / 활동증명서 발급- 매월 우수팀 / 최종 우수기자 시상- 취재 / 교통비 지원(수도권 외 거주자)■ 궁금해요- 문의: 한국심장재단 사업팀 02-416-8763 (내선 2번) 한국심장재단 대학생기자단 4기를 모집합니다. 대학생 여러분들의 20대를 더욱 알차고 의미 있게 보내실 수 있는 기자단에 많은 참여를 기다립니다.  대학생 기자단 블로그 및 인스타그램에 방문해 주시면 3기 활동 내용을 확인하실 수 있으며, 4기 활동 내용에 대해서 더 자세하게 설명해드려요~   대학생기자단 네이버 블로그: https://blog.naver.com/heart_814 대학생기자단 인스타그램: https://www.instagram.com/heart_reporter ","['대외활동', '경영', '과학']"
32,33,"마포교육복지센터 학습멘토링 추가모집(3명)_활동분야 수학,영어,국",https://linkareer.com/activity/35346,마포교육복지센터,11/5/2020,,"마포교육복지센터에서 2020 마포교육복지센터 학습멘토링 멘토를 추가 모집합니다!마포교육복지센터는 서울특별시서부교육지원청이 위탁하고 (사)한국청소년재단에서 운영하는 기관으로 마포구 내 교육취약청소년의 건강한 성장을 지원하기 위해 학교-지역유관기관과 연계 협력하고 있는 기관입니다.2020 마포교육복지센터 학습멘토링을 시작하기에 앞서 청소년에 대한 애정을 가지고 성실하게 학습멘토링에 임해주실 학습 멘토분들을 모집합니다.○활동기간 : 2020년 8월 ~ 활동 종료시까지(12월까지 진행 후, 내년도 협의 후 연장운영)○모집기간 : 2020년 8월 7일 ~ 모집완료시 ○모집인원 : 총 3명○모집분야(활동일자 및 내용)    < 중1 남학생 멘토모집>    - 과목 : 수학,영어(기초수준)    - 활동일자 : 매주 일요일    - 활동장소 : 학생 가정(공덕동 인근)   <초5 남학생 영어 학습지도>    - 과목 : 영어 기초(파닉스 교재활용)    - 활동일자 : 토요일 13시,  주 1회  2시간(요일 및 시간 조정 필요시 문의)    - 활동장소 : 학생 가정(상암동)    <중1 여학생 학습멘토>    - 과목 : 수학, 영어    - 활동일자 : 평일 주 1회  2시간(요일 및 시간 조정 가능)    - 활동장소 : 학생 가정(성산동)○지원자격    - 마포구 내 거주하는 지역주민 또는 인근 대학(원)생   - 청소년 대상 학습지도 가능한 자   - 6개월 이상 장기간 활동이 가능한 자   - 매주 1회(2시간) 활동이 가능한 자○활동내용    - 멘토 O.T 및 교육 (필수 참석)   - 1:1 맞춤형 학습멘토링 (주1회)   - 멘토 간담회 & 워크숍 등○활동 혜택   - 자원봉사확인증 발급 (1365)    - 활동비 (회기당 1만원) 지급○신청방법 : 홈페이지 공지사항 -> 신청서 작성 -> 이메일 접수○문의   - 전화 : 02-303-2652   - 홈페이지 : www.mpedu.or.kr   - 이메일 : mpeduwelfare@hanmail.net","['대외활동', '사회', '봉사']"
33,34,이글립스 공식 서포터즈 립스터즈 8기 모집,https://linkareer.com/activity/41724,이글립스,9/30/2020,https://s3.ap-northeast-2.amazonaws.com/media.linkareer.com/activity_manager/content/2020-07-021424575307350_content.png,"이글립스 공식 서포터즈 립스터즈 8기 모집  ▷모집기간 : 2020.7.1 ~ 2020.7.5 ▷ 지원자격- 뷰티에 관심이 많고 이글립스의 신제품을 가장 먼저 사용해보고 싶으신 분- 개인 블로그, 인스타그램 활동을 하시는 분- 서포터즈 활동 기간내에 성실하게 미션을 수행하실 수 있는 분 ▷ 발표 : 2020.7.9  ▷ 활동내용- 제품 수령 후 블로그와 인스타그램에 리뷰 작성- 온라인 커뮤니티 내 컨텐츠 바이럴 활동- 매월 1~2회 개별미션 수행 ▷ 활동혜택- 웰컴 기프트 제공- 신제품 및 베스트 제품 지원- 매월 우수자 선정 이글립스샵 적립금 지원- 수료 후 최우수 서포터즈 이글립스샵 적립금 추가 지원","['대외활동', '경영', '미술']"
34,35,"[낭만B&D] 스펙 1000% 업글 대외활동, 디지털 마케팅 실무 서포터즈!",https://linkareer.com/activity/43357,낭만B&D,10/25/2020,https://s3.ap-northeast-2.amazonaws.com/media.linkareer.com/activity_manager/content/2020-07-270326136143560_content.png,"▷ 주최사 / 활동명(주) 더나은인재들 디지털 마케팅 실무 서포터즈우리 회사는,하고 싶은 일을 하며 즐거운 인생을 살고 싶은대기업 출신 젊은 창업가들이 모여 만든 회사로, 브랜드 디자인, 교육업, 출판업, 마케팅솔루션 회사를 포함현재 7개의 사업을 운영중인 브랜드&디벨롭 회사입니다.면접관이 좋아하는 특별한 실무 스펙이 필요하다면젊은 멘토를 만나고 싶다면가로수 길에 있는 아지트를 가지고 싶다면지금이 기회입니다.▷ 활동내용대학생활에 도움이 되는 컨텐츠 기획SNS 홍보 마케팅 (대기업 마케팅 방식대로)내 브랜드가 고객에게 닿으려면? (실전 마케팅 실행)>> 삼성 마케터가 직접 멘토링합니다>> 서포터즈로 활동하며 진짜 실무를 배우고, 경험해봅니다.▷ 모집 기간~ 2020.08.07▷ 모집 인원00명▷ 모집 대상(+졸업생 가능여부)SNS (블로그, 유튜브, 페이스북, 인스타그램)을 활발히 운영하고 있는,열정가득한 대학 재학생 (휴학생)▷ 참가 비용 유/무없음▷ 우대 사항SNS (블로그, 유튜브, 페이스북, 인스타그램)을  활발히 운영중인 분영상 촬영 / 사진 촬영 능력자 우대▷ 활동 지역서울 신사동 낭만 아지트 / 온라인  ▷ 활동 기간8월 11일 부터, 약 3개월간▷ 활동 혜택낭만 B&D 마케팅 서포터즈 수료증 제공 디지털 마케팅이란?  (실무 강연)낭만 비엔디 강연 50 % 할인 제공미션 완료시, 스펙 1000% 업그레이드 강연 (대기업 출신 멘토)우수 활동자, 자소서 1:1 첨삭 제공 (100만원 상당)우수 활동자, 낭만작가/낭만창업 수업 제공 (100만원 상당)최우수 활동자, 실무 마케터 인턴 기회 제공가로수길 낭만 아지트 사용권 ▷ 오프라인 모임 횟 수 (월 x회)월 1 ~ 2 회 모임 (온라인 모임으로 대체될 수 있음)▷ 지원하는 방법1) 사전미션 진행 - 본 서포터즈 홍보물을 자신의 블로그 / 브런치 / 인스타그램에 올려주세요 (택 1)- 낭만비엔디의 수업, (낭만작가 / 낭만창업) 이 무엇인지 알리는 소개 콘텐츠를    제작하여 자신의 블로그 / 브런치 / 유튜브에 올려주세요 (택 1)- 낭만 비엔디 공식 홈페이지 (https://n-business.imweb.me/) 2) 신청서 작성서포터즈 신청 폼 작성 후 지원해주세요.https://forms.gle/m7tMFR6B9uCavyPf8* 감동적인 소개 콘텐츠일 경우, 낭만작가 수업 제공 * 지원만 해도, '좋아하는 일을 하며 사는 방법' 강연 초대권 제공▷ 공식 카페/블로그 및 SNShttps://n-business.imweb.me▷ 기타2020. 08. 11 (화) 발대식 불참시 합격이 취소될 수 있습니다. 합격자 발표는 개별 이메일 및 연락처로 드릴 예정입니다. < 대외활동 담당자의 Q&A >Q. 지난번 경쟁률은 어땠나요?A. 5:1 (떨어뜨리기 보단, 괜찮은 사람은 다 붙여서 마케터로 키워보자는 마음으로 서포터즈를 뽑습니다. 주저말고 지원해보세요~!) Q. 필요 역량 및 우대 사항은 뭔가요?A. 대학생은 열정만 있으면 되죠. Q. 서류/면접전형 주의사항이 있다면?A. 마음을 다해, 사전 미션을 진행해주세요.      그 마음을 저희가 알 수 있어요. Q. 구체적으로 어떤 활동 하나요?A. 실제 기업의 마케팅 활동을 직접 진행해봅니다.      삼성 출신 마케터가 직접 멘토링합니다.Q. 우리 활동, '이것' 만큼은 꼭 자랑하고 싶다!A. 이보다 더 좋은 '자소서 스펙' 은 없다.!      실제 서포터즈 활동을 자소서에 어떻게 살리면 '면접관'이 좋아하는지 가이드도 함께 해드립니다. Q. 지원 망설이는 분들에게 한 마디 해주신다면!A. 멋진 멘토와 가로수길 아지트를 가질 수 있는 절호의 기회! ","['대외활동', '경영', '경영']"
35,36,태전그룹 블루밍 시리즈 체험단 1기 모집,https://linkareer.com/activity/39416,태전그룹,8/24/2020,,"★블루밍나이트, 로즈미 시리즈 체험단★(블로그, 스토어 서포터즈)★친구, 지인과 함께 신청 가능해요~★★홈페이지 지원하기 클릭!★■ 제공내역 : 택 1 1. 활동비 5천원 + 바디&이너 청결미스트 2개 + 마스크팩 2종2. 활동비 5천원 + 이너퍼퓸(오일형) 1개 + 마스크팩 5종(1번과 2번 택 1)※선착순 선택 완료 후 랜덤 배정※몸이나 옷(이너)에 뿌리고 바르는 퍼퓸(향수)개념입니다.(씻는 용도 X)■ 모집조건 -네이버 블로그 운영하는 자■ 모집인원 :  10명■ 기타- 문자로 선정소식이 전달되니 꼭! 확인해주세요- 가이드라인 전달 예정(링커리어 보고 지원했다고 담당자에게 알려주세요~)","['대외활동', '미술', '경영']"
36,37,까스텔바작 당신이 까스텔바작 모델? 난할게 캠페인 모델 모집,https://linkareer.com/activity/35927,까스텔바작,10/31/2020,https://s3.ap-northeast-2.amazonaws.com/media.linkareer.com/activity_manager/content/2020-03-261653500423910_content.png,"당신이 까스텔바작 모델? 난할게 캠페인 모델 모집▷ 기간 및 일정- 2020.02.10 ~2020.10.31- 선정은 지원 기간 중 총 5회에 걸쳐 진행되며, 선정되신 분들께는 개별 안내드립니다.▷ 참가대상- 제한 없음▷ 선정 모델 특전1. 특급 포토그래퍼 조선희 등 최고의 촬영 스태프와 모델 도전의 기회 & 각종 미디어 노출2. 까스텔바작 앰배서더 지위 획득 & 순금 회원증 증정 (3년간 50% 할인 혜택)3. 선발된 10명 중 최종 3인을 선별하여 500만원 상당의 프랑스 여행권 지급4. 촬영경비 100만원 지급▷ 참가방법1. SNS에 해시태그 ""#난할게""와 자신의 사진 업로드 하기2. 난할게 캠페인 공식사이트에서 응모하기","['대외활동', '미술']"
37,38,해양수산과학기술진흥원 대학생 크리에이터 4기 모집,https://linkareer.com/activity/41158,해양수산과학기술진흥원,9/22/2020,,"▷ 주최사 / 활동명- KIMST / 해양수산과학기술진흥원 대학생 크리에이터 4기 모집▷ 활동내용- 콘텐츠 제작 및 행사 참여 등 홍보 활동- 해양수산과학기술 관련 콘텐츠 제작 (활동가이드 및 주제 전달)- 개인 SNS를 통한 재단 SNS 게시물 (댓글, 좋아요, 공유 등 활동▷ 모집 기간- 2020.6.19.(금) ~ 상시▷ 모집 인원- 제한없음▷ 모집 대상(+졸업생 가능여부)- 대학생(재학생,휴학생 포함)▷ 참가 비용 유/무- 무▷ 우대 사항- 해양수산과학기술에 관심이 있는 대학생- SNS 활동이 왕성하고, 관련 콘텐츠 제작에 자신이 있는 분(영상, 이미지, 글 어떤 것이든 가능)▷ 활동 지역- 온라인▷ 활동 기간2020년 7월 ~ 2020년 12월▷ 활동 혜택- 콘텐츠 제작 및 활동에 대한 소정의 활동료 지급- 4기 해양수산과학기술 대학생 크리에이터 활동증명서 발급- 월별 우수활동자 포상 / 최종 우수활동자 포상▷ 오프라인 모임 횟 수 (월 x회)- 월0, 해단식1회(21년1월예정)▷ 지원하는 방법http://bit.ly/3hGg4nu▷ 공식 카페/블로그 및 SNShttps://blog.naver.com/kimst3460","['대외활동', '경영', '과학']"
38,39,SK하이닉스 대학생 스포츠 콘텐츠 크리에이터 3기 모집,https://linkareer.com/activity/44643,SK하이닉스,08/23/2020,https://s3.ap-northeast-2.amazonaws.com/media.linkareer.com/activity_manager/content/2020-08-141023293968970_content.png,"SK하이닉스 대학생 스포츠 콘텐츠 크리에이터 3기 모집■ 모집인원 : 0명■ 모집기간 : 2020.08.14 ~ 2020.08.23■ 지원자격 : 콘텐츠 제작에 관심있는 영상편집, 포토샵, 일러스트 활용 가능 대학생 (휴학생 포함)■ 모집일정- 서류 합격자 발표 : 2020.08.28 (금)- 면접 : 2020.09.04 (금)- 최종 합격자 발표 : 2020.09.11 (금)■ 지원방법- 지원서 작성 후 이메일 접수 hyunsung1.choi@sk.com■ 활동 내용 및 혜택- SK하이닉스 스포츠팀 관련 SNS 콘텐츠 제작- 타 스포츠 구단 SNS 운영 BM기회 제공- 우수활동자 표창 및 포상- 활동 종료 후 수료증 수여■ 활동기간 : 2020.09 ~ 2021.02 (약 6개월)■ 문의 : 010-9182-0371 / hyunsung1.choi@sk.com","['대외활동', '운동', '경영']"
39,40,[한국장애인재단] 대학생 홍보 서포터즈 허브메신저,https://linkareer.com/activity/44357,한국장애인재단,8/25/2020,,"◆ 지원자격 - 장애인 인식개선에 관심을 갖고 있는 대학생 - 블로그 및 인스타그램을 활용하여 장애인 인식개선 콘텐츠를 제작, 홍보할 수 있는 대학생◆ 활동내용 - 장애인 인식개선을 위한 콘텐츠 제작 및 포스팅(월 2회) - 장애인 인식개선을 위한 온·오프라인 홍보 활동(기간 내 2회) - 발대식, 회의, 수료식 등 서포터즈 모임 참여◆ 활동혜택 - 허브메신저 수료증 - VMS 자원봉사 인증서 발급 - 소정의 활동비 지원(월 10만 원), 기념품 제공 - 우수 활동자(개인/조) 시상 및 시상금◆ 활동기간 - 2020년 9월 ~ 12월 * 발대식 및 1차 전체회의(9월), 해단식(12월) 필참◆ 모집인원 - 총 18명 내외◆ 모집기간 - 2020년 8월 10일(월) ~ 8월 25일(화) 18:00까지◆ 선정절차  - 참가신청서 접수 ➡ 서류심사  ➡ 전화인터뷰  ➡ 최종 선정◆ 선정자발표 - 2020년 8월 31일(월) 예정   ※ 홈페이지(www.herbnanum.org) 및 개별 안내◆ 지원방법 - 한국장애인재단 홈페이지에서 지원서를 다운로드 후 작성하여 이메일(master@herbnanum.org)로 제출◆ 문의 - 한국장애인재단 모금홍보팀 02-6399-6237, master@herbnanum.org","['대외활동', '경영', '봉사']"
