id,title,link,image,description
93,고려대학교 중앙동이리 풍물패 고대농악대(KUNAD) ,https://www.koreapas.com/bbs/view.php?id=circle&page=4&sn1=&divpage=3&sn=off&ss=on&sc=on&select_arrange=headnum&desc=asc&no=14293,['https://img.koreapas.com/i/b90d7fd/resize'],"안녕하세요~❣ 우리 아기호랑이들!!🐯🐯🐯 
살아움직이며 실천하는 풍물패 중앙동아리
🎶고대농악대🎶입니다

😇고대농악대😇는 기악예술분과 소속 중앙동아리로, 한국의 전통 음악인 농악을 배우고 연주하는 풍물패입니다!😉

저희 동아리는 💫수만가지💫의 활동을 하는데요~~~👏👏
정월대보름 행사, 4.18 구국대장정, 동아리 부원들과 함께하는 아주 뜻 깊은 재능기부형 봉사활동, 단오제, 연대학생들과 교류할 수 있는 고연전 개막판굿, 야구장판굿, 봄/가을 MT, 직접 무형문화재 사부님께 배울 수 있는!!!!! 농악 전수, 연말 정기공연 등등이 있습니다~~!~! 너무 많아서 다 못 적었네요~^^ 휴우~👍

이 활동을 하려면 농악을 미리 알고 계셔야 할 것 같다구요~? 절대 🔥오해🔥입니다!!!!!👊👊👊👊 저희는 오직 💃열정💃과 🙋관심🙋만 가지고 계신다면 누구든~~ 배울 수 있답니다~~🤩🤩🤩

또한 고대농악대는 올해 43기를 모집하는 아주 역사가 깊은 동아리기에 선배님들의 지원도 아주아주 엄청납니다💖
💟새내기 분들💟과 밥약하고 꿀팁을 전수해주고 싶은 선배들이 상시대기하고 있습니다🤗🤗

엄청난 고대농악대의 장점들!!!! 또 있어요~! 아~ 입아파~😉

🦄너무나 너무나 넓고, 쾌적한, 좌식 동방~~! 공강시간에 얼마든 시간을 때우실 수 있는 곳 입니다~ 그러다가 선배를 마주쳤다고요? 당장 밥약 거세요~~!~!~! 고고링~~~!
🦄대학가서 잊지 못할 ✨추억✨과 재밌는🏅취미🏅를 만들고 싶다?! 그럼 고대농악대만한 곳이 없죠~! 화목하고 끈끈한 분위기를 느끼고 싶다면 바로바로 고대농악대가 답이랍니다~~

🦄모집기간: 상시모집⭐⭐⭐⭐⭐ 누구든 관심이 생기신다면 
🐣대장 강지수(19. 서문. 010-6320-7448)에게 연락🐥주시거나, 
학생회관 🌻512호🌻로 언제나, 아 언제나~~~! 들려주시면 대.환.영 입니다~~❗❗❗
🦄모집대상: 고려대학교 학생이라면 💫누구나~~💫가입하실 수 있습니다! 학번, 학과 제한이 없답니다❗❗❗

💜강습 시간💜은 매주 월, 수 오후 6시 반부터 8시까지 있을 예정입니다~! (시험기간 2주 전에는 유동적으로 강습을 하지 않을 예정입니다!) 수업때문에 조금 늦으실 것 같다고요?? 당연히 괜찮습니당당~! 그 문제는 걱정하지 마세요~~🐧

⭐누구든⭐ 🔥🔥🔥관심🔥🔥🔥이 생기신다면!! 주저말고 연락주시거나, 저희를 찾아주세요 ❤🧡💛💚💙💜 
출처 : 고려대학교 고파스 2020-07-22 20:08:32:"
94,[KUSEA] 고려대학교 유일의 경제학회 KUSEA에서 35기 학회원을 모집합니다! ,https://www.koreapas.com/bbs/view.php?id=circle&page=4&sn1=&divpage=3&sn=off&ss=on&sc=on&select_arrange=headnum&desc=asc&no=14291,['https://img.koreapas.com/i/776d4b7/resize'],"* 5월 5일 18시부로 지원서 제출 이메일이 수정되었습니다. 수정된 메일로 보내주시기 바랍니다. 

고려대학교 유일의 경제학회 KUSEA에서 35기 신입기수를 모집합니다.
학번 및 나이 제한 없으며, 같이 경제학을 공부하실 분이라면 모두 환영합니다.

지원서 : cafe.naver.com/koreakusea
1차 지원서 접수기간 : 05/18(월) - 05/29(금) 23:59까지

2차 면접기간 : 06/01(월) ~ 06/02(화)

최종 합격자 발표 : 06월 02일 (화) 늦은 밤 (합격하신 분들에 한해 연락드릴 예정입니다.)

합격자들은 06월 04일 (목) 7시 세미나 및 신입기수 환영회에 필수로 참여해주시기 바랍니다.

지원자분들께서는 koreakusea@gmail.com으로 05월 29일 (금) 23:59까지 지원서를 보내주시면 됩니다.
지원서를 보내실 때 파일명을 ""XXX(이름)_KUSEA_35기_지원서""로 통일해서 보내주시기 바랍니다.

지원서의 질문은 지원자분들의 경제학적 지식의 절대량을 보는 것이라기 보다 세상을 바라보는 여러 틀 중 하나로서 경제학적 관점을 얼마나 가지고 계신지, 일 년간 학회활동을 하며 얼마나 성실하게 활동하실 수 있는지의 여부를 보기 위한 것이므로
이를 중점적으로 생각하시고 성심성의껏 작성해주시기 바랍니다.

지원자 분들 중 서류에 합격하신 분들은 06월 01일(월)과 02일(화) 중 가능 시간대에 면접이 있게 되며,
면접 이후 최종 합격하신 분들은 06월 04일(목) 오후 7시 기존 기수와의 첫 대면식을 가지고 기말고사 이후 여름방학부터 본격적인 활동을 시작할 것입니다.

기타 자세한 문의는
대내학회장 신성현(010-6304-3308)
대외학회장 정현주(010-9158-9789)
로 연락주시거나

네이버 카페 cafe.naver.com/koreakusea 의 'KUSEA 소개'란을 참고해주시면 감사하겠습니다!

* KUSEA란?
  한국대학생경제학회 (Korea University Students Economics Association, 이하 KUSEA)는 시장경제와 자본주의를 공부하고자 하는
7개 대학(고려대, 연세대, 이화여대, 한국외국어대, 숙명여대, 성신여대, 인하대) 대학생들이 모인 학회입니다.

* 주요 활동
- 방학/학기중 매주 목요일 오후 7시 정기세미나
- 방학중 경제 스터디 (미시, 거시, 계량경제학, 화폐금융론, 경제수학 등)
- 논문팀 구성, 1학기 국내대학경제포럼 (고려대, 서울대, 연세대, 이화여대),
   2학기 한일경제포럼 (고려대, 서울대, 연세대, 이화여대, 도쿄대, 교토대, 게이오대, 와세다대, 히토쯔바시대)참가
- 학회지팀 구성, 학회지 발간
-시사팀 구성, 매주 중요한 시사 이슈에 대해 세미나 때 발표
- 연합 KUSEA 활동 (세미나 3회, 연합 MT 1회)
- 각종 대회 및 공모전 참여 (한국은행 통화경시대회, 한국거래소 증권파생상품경시대회 등)

* 연혁 및 기타 수상내역
2002 : 한국대학생경제학회(KUSEA) 설립
2016 : 한국은행 통화정책경시대회 지역 최우수상 / 전국 은상
2016 : 제 15회 대학(원)생 모의공정거래위원회 경연대회 준우승
2017 : 한국은행 통화정책경시대회 지역 장려상
2018 : 쿠세아 홈커밍 파티 개최
          제 32회 매일경제신문사 대학(원)생경제논문 가작
          DB(동부) 금융제안 공모전 가작
         한국은행 통화정책경시대회 지역 장려상
2019 : 쿠세아 홈커밍 파티 개최
           한국은행 통화정책경시대회 서울지역 예선대회 우수상

읽어주셔서 감사하고, 좋은 하루 되시길 바랍니다!출처 : 고려대학교 고파스 2020-07-22 20:08:32:"
95,고신 추가모집 풀렸다?! ,https://www.koreapas.com/bbs/view.php?id=circle&page=4&sn1=&divpage=3&sn=off&ss=on&sc=on&select_arrange=headnum&desc=asc&no=14290,['https://img.koreapas.com/i/b44b197/resize'],"🔥고대신문 수습기자 리크루팅🔥
""그대의 문장이 칼이 되어 침묵을 가를 것이니 잠들지 않는 진실의 공간에서 그대들의 소명을 지면에 담아라“
open@kunews.ac.kr로 지원서와 제출 자료를 보내주세요!

1. 모집 분야 🔈= 취재 / 미디어(웹진)

취재
- 학내외 사건의 취재와 인터뷰, 기사작성과 지면편집

웹진
– 웹 콘텐츠 제작 및 홍보, 전략기획 업무
- 홍보에 관심있다면, 혹은 아이디어 도라에몽 환영!
- 콘텐츠로 독자와 고대신문을 더 가깝게 만드는 역할

6월 8일(월)까지 수습기자 지원서 제출
*수습기자 지원서는 고대신문 홈페이지와 페이스북 페이지에서 다운 받을 수 있습니다.
지원서 다운 링크 - bit.ly/kunewsapply
*010-3363-1947로 연락 주시면 지원서를 보내드립니다.

2. 추가 제출 자료 📝
웹진 - 인포그래픽 또는 고대신문 홍보 포스터 콘티(*자유 형식)

3. 논술, 면접 🐯
6월 9일(화) 오후 7시 ~
대면 접촉을 줄이고자 문자 메시지로 개별 시험 및 면접 시간을 공지합니다.
온라인으로도 가능하니, 필요시 지원서 제출하며 요청 바랍니다.
(면접 일정은 조율 가능)출처 : 고려대학교 고파스 2020-07-22 20:08:33:"
96,"너도 부처고, 나도 부처다. ",https://www.koreapas.com/bbs/view.php?id=circle&page=4&sn1=&divpage=3&sn=off&ss=on&sc=on&select_arrange=headnum&desc=asc&no=14289,"['https://img.koreapas.com/i/dbb5cb2/resize', 'https://img.koreapas.com/i/e4cf4ab/resize', 'https://img.koreapas.com/i/c298914/resize', 'https://img.koreapas.com/i/39c69f4/resize']","대종사: 절에 가세요? 먼 일?
할아버지: ㅇㅇ 며느리 땜에 딥빡
할머니: 졸랭 개념없음. 요즘 애들 진짜...
대종사: 근데 절에는 머하러요?
할아버지: 부처님한테 불공드리러 감요. 며느래 갱생시켜달라고...
할머니: 원불교에도 부처님 있어요? 원불교 부처님이 낳냐 불교 부처님이 냫냐. 불공비는 두둑히 드릴께
대종사: 낳긴 뭘 낳아요. 원불교 부처님 당연히 있죠. 할머님 집 안에... 며느리가 부처님임 ㅇㅇ 그 돈 며느리한테 써보셈요. 맛난 거 사주고... 며느리한테 원하는 게 있으면 며느리한테 빌어야죠. 그게 효과 직빵이에요.

처처불상 사사불공(處處佛像 事事佛供)
Everywhere a Buddha Image  Every Act a Buddha Offering
곳곳이 부처, 일마다 불공. 원불교의 핵심 교리표어 중 하나
가족, 친구부터 핸드폰, 공기에 이르기까지 세상 만물이 모두 부처님이니, 이에 정성을 다하는 것이 곧 불공이라는 의미

원불교는 불상이 없네요? 부처님은 어디에 모셔놨습니까?
대종사: 저기 저 사람들이 모두 우리 집 부처요.
...산업부원 일동이 농구를 메고 들에서 돌아오거늘 대종사 그들을 가리키시며 말씀하시기를 “저들이 다 우리 집 부처니라.” 그 사람들이 더욱 그 뜻을 알지 못하니라. (대종경 성리품 29장)

할머니&할아버지: 효과가 있네요! 며느리가 달라졌어요!
대종사: 이것이 상대에게 직접 복을 비는 실지불공입니다.
...“그대들이 불공할 비용으로 자부(며느리)의 뜻에 맞을 물건도 사다 주며 자부를 오직 부처님 공경하듯 위해 주어 보라. 그리하면, 그대들의 정성을 따라 불공한 효과가 나타나리라.” (대종경 교의품 15장)

출처: 원불교는 치킨 먹어도 됨. (https://www.facebook.com/Wonintro/)


이외 더 자세한 사항은 현 고원회 회장(010 8895 4100)로 전화주시거나,

학생회관 2층 208호 동아리방으로 찾아오시면 알 수 있습니당.

궁금하신 분들의 적극적 참여, 기대하겠습니다!

매주 화요일 오후 6시, 동아리방에서 요가 명상을 진행하고 있습니다.
몸과 마음을 쉬어가고 싶으신 분들, 찾아오세요 ㅎㅎ

매주 토요일 오후 4시, 안암교당에서 법회를 진행하고 있습니다.
어떻게 하면 잘 살 수 있는지 궁금하신 분들, 인간 관계에 고민 있는 분들
해답을 구하시러 찾아오세요 ㅎㅎ


코로나19가 완전히 종식되지 않았으니,
오실 분들은 마스크 꼭 껴주셨으면 고맙겠습니다.

댓글로 원불교에 대해 궁금한 사항이 있으시다면 달아주세요! 다음번 카드뉴스에 반영하겠습니다!출처 : 고려대학교 고파스 2020-07-22 20:08:33:"
97,[KUSPA] 그땐 KU랬지 ✏추억 올림피아드✏ 온라인 시험 ,https://www.koreapas.com/bbs/view.php?id=circle&no=14288#re,['https://img.koreapas.com/i/bfdafe8/resize'],"<그땐 KU랬지>의 추억 퀴즈 대회 ✏추억 올림피아드✏ 온라인 시험을 시작합니다!
 ( https://forms.gle/ikm3NmznLd59Jypq5 )

‼️위의 링크를 통해 추억 올림피아드에 참여하세요‼️
그때 그 감성을 느낄 수 있는 추억의 문제가 여러분을 기다립니다.

🥇대상 (1명) : CJ 5만 원 상품권
🥈최우수상 (3명) : 더큐이스케이프 대학로 방탈출 2인 입장권
🥉우수상 (5명) : 월드보드게임카페 수유점 4시간 이용권 2매
🎉참가상 (40명) : 추억의 간식
 ※ 동점자가 많을 경우 동점자 내에서 추첨을 통해 상품을 드립니다.

✔ 추억여행과 푸짐한 상품을 동시에 즐겨보세요!출처 : 고려대학교 고파스 2020-07-22 20:08:34:"
98,⚾️야구동아리 퍼블릭스 현재 신규 회원 유니폼 신청중입니다!  ,https://www.koreapas.com/bbs/view.php?id=circle&no=14287#re,['https://img.koreapas.com/i/9408a31/resize'],"현재 유니폼 신청중이기 때문에 바로 들어오시면 유니폼 신청 가능합니다!
동아리원은 상시 모집하지만, 유니폼은 매 학기초에만 단체주문하기 때문에 지금이 기회입니다!!!


⚾️안녕하세요! 고려대학교 정경대 야구동아리 퍼블릭스의 리쿠르팅을 진행합니다. 학번, 성별, 학과, 국적, 실력에 관계없이 야구에 대한 애정과 열정을 가지신 분은 누구나 함께할 수 있습니다. 팀 캐치프라이즈인 “Rise Again!”을 퍼블릭스와 함께 이룩하실 예비 선수/매니저분들의 많은 지원 바랍니다! ⚾️

🌟퍼블릭스는??

- 고려대학교 정경대학 유일 야구동아리
- 넓고 안락한 동아리방(정경관 B107)을 갖고 있는 몇 안 되는 고대 야구동아리 
- 1991년 창단되어 30년이 넘은 전통깊은 동아리
- 교내 총장배 중앙/체대 동아리 제외 최초 우승 경험(2004년)
- 2017 교내 총장배 우승, 2016년 전국동아리 야구대회 본선 진출, 2015 총장배 준우승
- 매주 수요일 or 목요일 or 금요일 아침 정기연습, 주말 비정기 연습 및 각종 대회 출전(교내 총장배, 교내 고대컵, 교외 SUCL 등)
- 야구뿐만 아니라 MT와 뒤풀이 등등 학번, 학과, 연령과 상관없이 돈독한 분위기

https://www.facebook.com/kupublics/
http://cafe.daum.net/publics

🌟모집분야

- 선수 : 야구를 좋아하고 야구를 해보고 싶은 고려대 학생 누구나!
- 매니저 : 기록, 기자, 영상, 홍보 등으로 야구를 즐기고 싶은 고려대 학생 누구나!

🌟 입부 신청 / 문의

✔ 아래의 연락처로 문자 지원 및 문의해주시기 바랍니다!
✔ 감독 : 이용민 (010-9170-0643)
✔ 주장 : 고현준 (010-5100-2024)
✔ 매니저 : 이연경 (010-7760-6272)

🌟FAQ🌟

Q. 정경대학 소속 학생이 아니어도 지원가능한가요?

A. 전혀 무관합니다! 정경대 소속이지만 실제로 팀에 정경대 학생뿐만 아니라 10명이 넘는 공대, 문대, 대학원생들도 많이 들어오셔서좋은 분위기를 이루고 있습니다. 그렇기에 학번, 학과 상관없이 고려대학교에 재학중인 또는 휴학중인 학생 중 야구를 하고 싶으신 분은 누구나 환영합니다!!

Q. 야구는 장비가 많아 돈이 많이 드는 스포츠로 알고 있는데 비용이 많이 들지 않나요?

A. 야구는 초기에 비용이 많이 들어갑니다. 그렇기 때문에 퍼블릭스에서는 신입부원에게 유니폼비를 제외하고는 회비 및 뒤풀이 비용을 받지 않습니다. 가입 6개월 이후에는 회비를 내야 하고 차차 개인장비 (글러브 등)를 구입하기도 하는데 개인장비 없이도 충분히 활동할 수 있을 정도로 팀 장비를 구비하고 있습니다. 특히 선배들이 신입부원을 맞이하기 위해서 배트, 포수장비, 공 등 팀 장비를 일체 정비하여 현재 최상의 상태로 준비되어 있습니다. 야구에 대한 사랑, 배우고자 하는 자세만 갖추고 오시면 됩니다.

Q. 야구를 처음 배워보는데 어렵지 않을까요?

A. 현재 퍼블릭스 부원들도 대학에 입학해서 처음으로 야구해 본 부원이 대다수입니다. 야구는 타고난 운동신경만으로 할 수 있는 스포츠가 아니기 때문에 지금부터 하나씩 열심히 배운다면 충분히 즐길 수 있습니다. 노력에 대해 가장 정직하게 돌려주는 스포츠이며 운동장 안팎에서 너무나 배울 것이 많은 운동입니다. 초보자든 유경험자이든 상관없이 야구를 사랑하시는 분이라면 누구든 환영합니다. 뿐만 아니라 퍼블릭스는 교내 대회 출전 시 실력에 따라 1, 2부 두 팀으로 출전하는 고려대 내 몇 안 되는 큰 규모의 팀이기에 초보자도 시합에 출전할 수 있다는 큰 장점을 지니고 있습니다.

Q. 매니저는 어떤 역할을 하나요?

A. 시합 때마다 나와서 퍼블릭스를 응원하고 같이 즐기는 매니저들이 있어 주었기 때문에 선수들은 항상 자부심을 가득 안고 시합에 임할 수 있었습니다. 크게 기록, 기자, 영상, 홍보 담당으로 역할이 분담되며 야구 내외적으로 팀에 중추적인 역할을 수행할 것입니다. 또한 시합에 뛰기는 어려워도 러닝, 스트레칭, 캐치볼 등의 운동은 매니저들도 충분히 같이 할 수 있고 특히 스트레칭은 체력증진과 유연성 향상에 큰 도움이 되기 때문에 원하는 경우에 한하여 같이 운동도 하겠습니다.출처 : 고려대학교 고파스 2020-07-22 20:08:34:"
99,자유주제 토론소모임 뜬구름에서 신입부원을 모집합니다! ,https://www.koreapas.com/bbs/view.php?id=circle&page=4&sn1=&divpage=3&sn=off&ss=on&sc=on&select_arrange=headnum&desc=asc&no=14286,['https://img.koreapas.com/i/8c780fc/resize'],"자유주제 토론소모임 뜬구름에서 신입부원을 모집합니다!

당신이 어떤 사람이든, 얘기를 할 마음이 든다면 뜬구름을 당신을 환영합니다.
뜬구름은 토론을 통해 꼭 어떤 결론을 도출하려고 하지 않습니다.
발제를 맡은 부원이 정한 주제에 대해 자신의 생각을 자유롭게 말할 수 있습니다.
정해진 발제 주제에 대해 서로의 생각을 공유하는 과정 그 자체에 뜬구름은 의의를 둡니다.
책, 영화, 이슈, 음악, 일상에서 스쳐 지나가는 생각, 그것이 무엇이든 그것에 대해 서로 얘기할 수 있는 주제라면 괜찮습니다.

모임은 격주 일요일 오전 11시, 교내 스터디룸을 대여해서 진행합니다. 발제 장소 및 시간은 발제에 따라 달라질 수 있습니다. 시험기간 혹은 명절 같은 이유로 시간간격은 조정될 수 있습니다.
발제는 4주 전 발제자를 정해 2주 전 발제 주제를 확정해 공지하는 것을 원칙으로 합니다. 최대한 모두가 돌아가면서 발제 하는 것을 지향하고 있지만 아직 할 의사가 없을 경우 발제 하지 않으셔도 무방합니다.
모임 참석여부는 이유와 상관없이 자유입니다. 단, 참석 투표 미참여 혹은 공지 없이 불참은 3회 누적 시 앞으로의 모임 참여 여부를 질문 받습니다.
학번, 나이, 휴학, 졸업 여부는 상관 없습니다. 고려대학교 출신이라면 누구나 참여 가능합니다.

지금까지 뜬구름에서 다뤘던 주제들
<자율주행>, <채식주의자_한강 저>, <오타쿠 문화>, <어스, 겟 아웃_조던 필 감독>, <공유경제 플랫폼>, <외모지상주의에 대한 소고>, <우리의 모든 선택>, <로우_줄리아 듀코나우 감독>, <어떻게 살 것인가>, <예술을 대하는 방법>, <유사과학에 대하여>, <성인동화(tale for adults)>, <전공이란 무엇인가>, <사랑은 무엇인가>, <자본주의>, <나는 무엇인가>, <사회적 정의를 실현하는 방법>, <무엇을 배우고 무엇을 가르칠까>

다음 발제 주제 및 시간 장소
5/31(일): <대한민국 저출산의 현실과 극복방안>
장소,시간: 안암역 3번출구 쪽 카페 피카커피에서 오후 4시 30분
 참여하고 싶으시다면 부담 없이 쪽지 주시거나 010-4028-2632 천준우로 문자 혹은 카톡 통해 연락 부탁드립니다. 감사합니다.
 (쪽지는 확인이 늦을 수 있습니다.)

 *단톡방은 첫 모임 참석 후 초대해드립니다. 간단한 학생증 확인 절차가 있습니다.출처 : 고려대학교 고파스 2020-07-22 20:08:34:"
100,🏃‍♂️러닝크루 크루원 모집합니다! ,https://www.koreapas.com/bbs/view.php?id=circle&page=4&sn1=&divpage=3&sn=off&ss=on&sc=on&select_arrange=headnum&desc=asc&no=14285,['https://img.koreapas.com/i/4d4f5eb/resize'],"안녕하세요 !

신생 러닝 크루를 만들었어요.

같이 뛰고 싶으신 분들은 부담 없이 연락 주세요.

( _ _ )

---------------------------------------------------------------------

서울시 거점 러닝크루
'Ready set GO'에서 러너를 모집합니다.

Q. 누가 참여하나요?
A. 러닝을 하고 싶은 2030 누구든 참여 가능합니다.

Q. 언제 하나요?
A. 정기런은 매주 화요일, 금요일 저녁 8시입니다.

Q. 어디서 하나요?
A. 중랑천에서 뜁니다.
회원님들의 의견에 따라 코스를 여러 군데 추가할 계획입니다.

Q. 무엇을 하나요?
A. 화요일에는 7분/km(beginer)의 페이스로 5km를
금요일에는 6분/km(intermediate)의 페이스로 5km를 뜁니다.

(운영 초기에는 페이스를 정함에 있어서 크루원들의 의견을 적극 반영합니다!)

Q. 어떻게 하나요?
A. 모임 - 웜업 - 러닝 - 쿨링 - 사진 - 해산 - 뒷풀이(자유)

Q. 준비물이 있나요?
A. 러닝하기 좋은 복장을 착용하시면 됩니다!

(물품을 보관할 장소가 없습니다. 몸만 오세유!)

Q. 눈, 비가 와도 진행하나요?
A. 기상조건에 따라 러닝이 취소될 수 있습니다.
당일 정기런 2시간 전까지는 공지합니다.

Q. 회비가 있나요?
A. Nope.

인☆그램에서 신청해주세요!

[https://www.instagram.com/ready____set____go/]출처 : 고려대학교 고파스 2020-07-22 20:08:35:"
101,풋살동아리 [고풋]에서 신입 회원을 모집합니다. ,https://www.koreapas.com/bbs/view.php?id=circle&page=4&sn1=&divpage=3&sn=off&ss=on&sc=on&select_arrange=headnum&desc=asc&no=14284,"['https://img.koreapas.com/i/0da8985/resize', 'https://img.koreapas.com/i/b0ac612/resize']","🔥고려대 풋살 중앙동아리 고풋입니다🔥
2020학년도 1학기 회원을 모집하고 있습니다.
간단한 안내 사항입니다. 


1. 가입 조건
- 신입생, 재학생, 휴학생, 졸업생, 대학원생, 교환학생 등 제한 없습니다.
- 학번, 실력 등으로 가입이 제한되지 않습니다.
- 고려대 학생으로 열심히 참여하셔서 즐거운 시간 보내실 분이면 모두 환영입니다.

2. 동아리 운영 및 활동
- 매주 토/일 중 2~4시간 풋살 경기가 진행됩니다. 시간대는 계절에 따라 변동될 수 있으나 보통 오후나 저녁 시간이며 항상 사전에 공지를 해드립니다.
- 구장은 불암산종합스타디움과 고대 인근 풋살장을 이용하고 있습니다. 
- 모든 경기 참여는 자유이며 동아리 행사의 경우에도 동일합니다.

⚽ 저희 동아리는 상시 모집이며 추가 사항은 개인적으로 안내할 것입니다. 궁금한 점은 언제든지 회장과 부회장의 번호로 연락 주시면 됩니다!!

⚽ 연락처 01093093099


저희 동아리는 축구 실력의 정도와 여러 조건으로  회원들을 차별하거나 소외시키지 않습니다. 축구와는 또 다른 매력을 가진 풋살에 관심이 있으시고 저희와 함께하실 분들은 편하게 연락주시면 감사하겠습니다!출처 : 고려대학교 고파스 2020-07-22 20:08:35:"
102,🧠뇌과학학회 NewLearn에서 교수님 초청강연을 진행합니다!! ,https://www.koreapas.com/bbs/view.php?id=circle&page=4&sn1=&divpage=3&sn=off&ss=on&sc=on&select_arrange=headnum&desc=asc&no=14283,"['https://img.koreapas.com/i/99f2510/resize', 'https://img.koreapas.com/i/dc36c92/resize', 'https://img.koreapas.com/i/c84b66e/resize', 'https://img.koreapas.com/i/5bde875/resize']","⭐초청 강연 신청이 마감되었습니다!!
보내주신 관심 모두모두 감사드립니다❤
더 좋은 초청 강연으로 다음에 또 만나요😆

[NewLearn 오픈 세션: 초청 강연]

“대규모 유전체 기술, 그리고 신경과학”
양적 유전학은 신경과학에 어떻게 이용되고 있을까요?
6월 1일 저녁 7시, 그 이야기가 펼쳐집니다.

주제가 흥미로운 분들, 평소 교수님의 강의를 듣고 싶었던 분들, 한 번 들어보고 싶으신 분들 모두 환영합니다!

𖤐 𖤐5월 31일 자정까지 아래 구글 폼으로 사전신청 부탁드려요! 𖤐 𖤐
https://forms.gle/LMKxcXTCmgMh1bTv5

6월 1일 월요일 저녁 7시, 
아키엠 카페에서 만나요! 
장소는 카드뉴스를 참고해주세요😊

코로나19 예방을 위해 손소독제를 비치할 예정이며, ✔마스크 착용은 필수✔입니다!출처 : 고려대학교 고파스 2020-07-22 20:08:35:"
103,[KUSPA] 그땐 KU랬지 ✏추억 올림피아드✏ 시험지 신청 ,https://www.koreapas.com/bbs/view.php?id=circle&page=4&sn1=&divpage=3&sn=off&ss=on&sc=on&select_arrange=headnum&desc=asc&no=14282,['https://img.koreapas.com/i/eb5f112/resize'],"<그땐 KU랬지>의 추억 퀴즈 대회 ✏추억 올림피아드✏ 시험지 배송 신청을 시작합니다!
 ( https://forms.gle/Ufp4a4w2gWX8w1Y57 )

‼️위의 링크를 통해 추억의 시험지를 무료로 받으세요‼️
선착순 70명께 그때 그 감성을 느낄 수 있는 시험지, OMR카드, 컴퓨터용 사인펜을 무료로 배송해드립니다.

🥇대상 (1명) : CJ 5만 원 상품권
🥈최우수상 (3명) : 더큐이스케이프 대학로 방탈출 2인 입장권
🥉우수상 (5명) : 월드보드게임카페 수유점 4시간 이용권 2매
🎉참가상 (40명) : 추억의 간식
 ※ 동점자가 많을 경우 동점자 내에서 추첨을 통해 상품을 드립니다.

✔ 추억여행과 푸짐한 상품을 동시에 즐겨보세요!출처 : 고려대학교 고파스 2020-07-22 20:08:35:"
104,"고려대학교 조정부 남자,여자 부원 모집  ",https://www.koreapas.com/bbs/view.php?id=circle&page=4&sn1=&divpage=3&sn=off&ss=on&sc=on&select_arrange=headnum&desc=asc&no=14281,"['https://img.koreapas.com/i/da74e13/resize', 'https://img.koreapas.com/i/3372b83/resize', 'https://img.koreapas.com/i/27388a1/resize', 'https://img.koreapas.com/i/4375908/resize', 'https://img.koreapas.com/i/bc7e654/resize', 'https://img.koreapas.com/i/0693a37/resize']","2019년 여름, 전국대학조정대회 1위 및 종합우승에 빛나는 고려대학교 조정부에서 2020년 여름을 함께할 신입 남자, 여자부원을 모집합니다!!

각종 훈련, 대회 등을 통해 체력증진, 평소에 바빠서 못했던 운동, 헬스, 다이어트 등을 할 수 있고 신입생환영회, MT, 밥약 등을 통해 조정부원끼리 하나로 뭉칠 수 있는 기회를 만듭니다. 더불어 선배님들의 아낌없는 지원도 빼놓을 수 없겠죠!

아래 구글독스 링크로 신청하시거나 기타 문의사항이 있으면 주장 김영빈(010-4474-6366)에게 문의주시면 됩니다!

학번, 나이, 운동경험은 아무 상관 없고 조정에 대한 관심과 열정만 있으면 충분합니다!
여자부원은 현재 20% 정도 있고 계속 모집중입니다!
많은 지원 부탁드립니다~

facebook/youtube : 고려대학교 조정부
instagram : korea_univ_rowing

신청 구글독스 링크
https://docs.google.com/forms/d/1InZSOGRjbXUOC_ertkhiPLIbHTKV4OI8dgKdmGVwc6o/viewform?edit_requested=true
출처 : 고려대학교 고파스 2020-05-25 22:23:30:103401출처 : 고려대학교 고파스 2020-07-22 20:08:36:"
105,독서모임에서 신규회원을 모집합니다!! ,https://www.koreapas.com/bbs/view.php?id=circle&page=4&sn1=&divpage=3&sn=off&ss=on&sc=on&select_arrange=headnum&desc=asc&no=14280,"['https://img.koreapas.com/i/94227dd/resize', 'https://img.koreapas.com/i/212c76f/resize']","저희 모임에서 8.5기 신규회원을 모집하고 있습니다!!
책을 좋아하시고 6.27부터 8.22일까지 2개월간만 성실하게 활동 해 주실수 있으시면 누구든 지원가능합니다!!
단, 무계획적으로 지원하시거나 의지없이 불성실하게 활동하실 분들은 정중히 거절하겠습니다...
지원을 원하시는 분들은 고파스 쪽지로 성함/과/카톡 id를 적어서 보내주시면 더 자세히 안내해드리겠습니다!!출처 : 고려대학교 고파스 2020-07-22 20:08:36:"
106,학교에 방탈출동아리는 없나요,https://www.koreapas.com/bbs/view.php?id=circle&no=14279#re,[],ㅈㄱㄴ출처 : 고려대학교 고파스 2020-07-22 20:08:36:
107,도자기 동아리?,https://www.koreapas.com/bbs/view.php?id=circle&page=4&sn1=&divpage=3&sn=off&ss=on&sc=on&select_arrange=headnum&desc=asc&no=14278,[],혹시 도자기하는 동아리 있나요??출처 : 고려대학교 고파스 2020-07-22 20:08:36:
