index,urls,title,description,info,image,tags
38,https://job.korea.ac.kr/user/recu/program/pgmScheduleView.do?gjobPgmNo=487,[직무특강] 연구개발_하계방학 직무아카데미,"
본 페이지는 '2020학년도 하계방학 직무아카데미'
[직무특강] 연구개발 신청페이지입니다.

1. 안내/유의사항을 정확하게 확인해주시기 바랍니다. 미숙지로 인한 불이익에 대해서는 책임지지 않습니다.

3. 해당 취업특강은 온라인(유튜브)로 공개됩니다. 신청시 동영상링크를 전달받을 휴대전화번호와 이메일을 정확하게 기입해주시기 바랍니다.
※발송번호(02-3290-1128)가 스팸등록되어 있지 않은지 확인요망

3. 교직원(사번을 부여받은 모든 경우)으로 재직 중이거나 재직 경험이 있는 졸업생의 경우, 신청 후 명단 확인이 되지 않은 경우가 있습니다. 해당자는 필히 careersvc@korea.ac.kr 로 링크를 전달받을 연락처를 전달해주시기 바랍니다.




",[직무특강] 연구개발_하계방학 직무아카데미접수기간                                        2020.07.13 10시~ 2020.07.20 13시지원마감 접수방법온라인접수선발방법선발세부일정진행일시2020.07.20 20시~ 2020.07.26 20시진행장소온라인(유튜브)신청 / 정원134명/900명접수시 필요항목안내/유의사항을 확인하셨습니까? 미숙지로 인한 불이익에 대해서는 책임지지 않습니다. 영상링크를 전달받을 휴대전화번호를 작성해주세요.(010-XXXX-XXXX 형식) 영상링크를 전달받을 이메일을 작성해주세요. (@korea.ac.kr 형식) 학교 이메일이 아닐 경우 발송불가,https://job.korea.ac.kr/repository/uploadfiles/editor/07/4bad687a-c9b6-4da3-b93b-ebdc1dec2d13.png,취업
39,https://job.korea.ac.kr/user/recu/program/pgmScheduleView.do?gjobPgmNo=486,[직무특강] IT(ICT)_하계방학 직무아카데미,"
본 페이지는 '2020학년도 하계방학 직무아카데미'
[직무특강] IT(ICT) 신청페이지입니다.

1. 안내/유의사항을 정확하게 확인해주시기 바랍니다. 미숙지로 인한 불이익에 대해서는 책임지지 않습니다.

3. 해당 취업특강은 온라인(유튜브)로 공개됩니다. 신청시 동영상링크를 전달받을 휴대전화번호와 이메일을 정확하게 기입해주시기 바랍니다.
※발송번호(02-3290-1128)가 스팸등록되어 있지 않은지 확인요망

3. 교직원(사번을 부여받은 모든 경우)으로 재직 중이거나 재직 경험이 있는 졸업생의 경우, 신청 후 명단 확인이 되지 않은 경우가 있습니다. 해당자는 필히 careersvc@korea.ac.kr 로 링크를 전달받을 연락처를 전달해주시기 바랍니다.




",[직무특강] IT(ICT)_하계방학 직무아카데미접수기간                                        2020.07.13 10시~ 2020.07.20 13시지원마감 접수방법온라인접수선발방법선발세부일정진행일시2020.07.20 20시~ 2020.07.26 20시진행장소온라인(유튜브)신청 / 정원104명/900명접수시 필요항목안내/유의사항을 확인하셨습니까? 미숙지로 인한 불이익에 대해서는 책임지지 않습니다. 영상링크를 전달받을 휴대전화번호를 작성해주세요.(010-XXXX-XXXX 형식) 영상링크를 전달받을 이메일을 작성해주세요. (@korea.ac.kr 형식) 학교 이메일이 아닐 경우 발송불가,https://job.korea.ac.kr/repository/uploadfiles/editor/07/3c811720-48ca-4a42-a9a1-793ea6750915.png,취업
40,https://job.korea.ac.kr/user/recu/program/pgmScheduleView.do?gjobPgmNo=485,[직무특강] 공기업_하계방학 직무아카데미,"
본 페이지는 '2020학년도 하계방학 직무아카데미'
[직무특강] 공기업 신청페이지입니다.

1. 안내/유의사항을 정확하게 확인해주시기 바랍니다. 미숙지로 인한 불이익에 대해서는 책임지지 않습니다.

3. 해당 취업특강은 온라인(유튜브)로 공개됩니다. 신청시 동영상링크를 전달받을 휴대전화번호와 이메일을 정확하게 기입해주시기 바랍니다.
※발송번호(02-3290-1128)가 스팸등록되어 있지 않은지 확인요망

3. 교직원(사번을 부여받은 모든 경우)으로 재직 중이거나 재직 경험이 있는 졸업생의 경우, 신청 후 명단 확인이 되지 않은 경우가 있습니다. 해당자는 필히 careersvc@korea.ac.kr 로 링크를 전달받을 연락처를 전달해주시기 바랍니다.




",[직무특강] 공기업_하계방학 직무아카데미접수기간                                        2020.07.13 10시~ 2020.07.20 13시지원마감 접수방법온라인접수선발방법선발세부일정진행일시2020.07.20 20시~ 2020.07.26 20시진행장소온라인(유튜브)신청 / 정원318명/900명접수시 필요항목안내/유의사항을 확인하셨습니까? 미숙지로 인한 불이익에 대해서는 책임지지 않습니다. 영상링크를 전달받을 휴대전화번호를 작성해주세요.(010-XXXX-XXXX 형식) 영상링크를 전달받을 이메일을 작성해주세요. (@korea.ac.kr 형식) 학교 이메일이 아닐 경우 발송불가,https://job.korea.ac.kr/repository/uploadfiles/editor/07/7368aab3-7b65-4a19-8046-2294d951da2a.png,취업
41,https://job.korea.ac.kr/user/recu/program/pgmScheduleView.do?gjobPgmNo=484,[직무특강] 전략/기획/재무_하계방학 직무아카데미,"
본 페이지는 '2020학년도 하계방학 직무아카데미'
[직무특강] 전략/기획/재무 신청페이지입니다.

1. 안내/유의사항을 정확하게 확인해주시기 바랍니다. 미숙지로 인한 불이익에 대해서는 책임지지 않습니다.

3. 해당 취업특강은 온라인(유튜브)로 공개됩니다. 신청시 동영상링크를 전달받을 휴대전화번호와 이메일을 정확하게 기입해주시기 바랍니다.
※발송번호(02-3290-1128)가 스팸등록되어 있지 않은지 확인요망

3. 교직원(사번을 부여받은 모든 경우)으로 재직 중이거나 재직 경험이 있는 졸업생의 경우, 신청 후 명단 확인이 되지 않은 경우가 있습니다. 해당자는 필히 careersvc@korea.ac.kr 로 링크를 전달받을 연락처를 전달해주시기 바랍니다.


삭제
",[직무특강] 전략/기획/재무_하계방학 직무아카데미접수기간                                        2020.07.13 10시~ 2020.07.20 13시지원마감 접수방법온라인접수선발방법선발세부일정진행일시2020.07.20 20시~ 2020.07.26 20시진행장소온라인(유튜브)신청 / 정원167명/900명접수시 필요항목안내/유의사항을 확인하셨습니까? 미숙지로 인한 불이익에 대해서는 책임지지 않습니다. 영상링크를 전달받을 휴대전화번호를 작성해주세요.(010-XXXX-XXXX 형식) 영상링크를 전달받을 이메일을 작성해주세요. (@korea.ac.kr 형식) 학교 이메일이 아닐 경우 발송불가,https://job.korea.ac.kr/repository/uploadfiles/editor/07/da702141-c545-4123-88cf-a8e60a6e004c.png,취업
42,https://job.korea.ac.kr/user/recu/program/pgmScheduleView.do?gjobPgmNo=483,[직무특강] 마케팅/MD_하계방학 직무아카데미,"
본 페이지는 '2020학년도 하계방학 직무아카데미'
[직무특강] 마케팅/MD 신청페이지입니다.

1. 안내/유의사항을 정확하게 확인해주시기 바랍니다. 미숙지로 인한 불이익에 대해서는 책임지지 않습니다.

3. 해당 취업특강은 온라인(유튜브)로 공개됩니다. 신청시 동영상링크를 전달받을 휴대전화번호와 이메일을 정확하게 기입해주시기 바랍니다.
※발송번호(02-3290-1128)가 스팸등록되어 있지 않은지 확인요망

3. 교직원(사번을 부여받은 모든 경우)으로 재직 중이거나 재직 경험이 있는 졸업생의 경우, 신청 후 명단 확인이 되지 않은 경우가 있습니다. 해당자는 필히 careersvc@korea.ac.kr 로 링크를 전달받을 연락처를 전달해주시기 바랍니다.




",[직무특강] 마케팅/MD_하계방학 직무아카데미접수기간                                        2020.07.13 10시~ 2020.07.20 13시지원마감 접수방법온라인접수선발방법선발세부일정진행일시2020.07.20 20시~ 2020.07.26 20시진행장소온라인(유튜브)신청 / 정원189명/900명접수시 필요항목안내/유의사항을 확인하셨습니까? 미숙지로 인한 불이익에 대해서는 책임지지 않습니다. 영상링크를 전달받을 휴대전화번호를 작성해주세요.(010-XXXX-XXXX 형식) 영상링크를 전달받을 이메일을 작성해주세요. (@korea.ac.kr 형식) 학교 이메일이 아닐 경우 발송불가,https://job.korea.ac.kr/repository/uploadfiles/editor/07/6fd624d1-ee71-4986-be47-b30bfacaf648.png,취업
43,https://job.korea.ac.kr/user/recu/program/pgmScheduleView.do?gjobPgmNo=482,[직무특강] 영업(해외/국내 및 영업관리)_하계방학 직무아카데미,"
본 페이지는 '2020학년도 하계방학 직무아카데미'
[직무특강] 영업(해외/국내 및 영업관리) 신청페이지입니다.

1. 안내/유의사항을 정확하게 확인해주시기 바랍니다. 미숙지로 인한 불이익에 대해서는 책임지지 않습니다.

3. 해당 취업특강은 온라인(유튜브)로 공개됩니다. 신청시 동영상링크를 전달받을 휴대전화번호와 이메일을 정확하게 기입해주시기 바랍니다.
※발송번호(02-3290-1128)가 스팸등록되어 있지 않은지 확인요망

3. 교직원(사번을 부여받은 모든 경우)으로 재직 중이거나 재직 경험이 있는 졸업생의 경우, 신청 후 명단 확인이 되지 않은 경우가 있습니다. 해당자는 필히 careersvc@korea.ac.kr 로 링크를 전달받을 연락처를 전달해주시기 바랍니다.


",[직무특강] 영업(해외/국내 및 영업관리)_하계방학 직무아카데미접수기간                                        2020.07.13 10시~ 2020.07.20 13시지원마감 접수방법온라인접수선발방법선발세부일정진행일시2020.07.20 20시~ 2020.07.26 20시진행장소온라인(유튜브)신청 / 정원155명/900명접수시 필요항목안내/유의사항을 확인하셨습니까? 미숙지로 인한 불이익에 대해서는 책임지지 않습니다. 영상링크를 전달받을 휴대전화번호를 작성해주세요.(010-XXXX-XXXX 형식) 영상링크를 전달받을 이메일을 작성해주세요. (@korea.ac.kr 형식) 학교 이메일이 아닐 경우 발송불가,https://job.korea.ac.kr/repository/uploadfiles/editor/07/3193b2af-f05c-46f0-9c8e-a6e8e3e7f503.png,취업
44,https://job.korea.ac.kr/user/recu/program/pgmScheduleView.do?gjobPgmNo=481,[직무특강] HR/경영지원_하계방학 직무아카데미,"
본 페이지는 '2020학년도 하계방학 직무아카데미'
[직무특강] HR/경영지원 신청페이지입니다.

1. 안내/유의사항을 정확하게 확인해주시기 바랍니다. 미숙지로 인한 불이익에 대해서는 책임지지 않습니다.

3. 해당 취업특강은 온라인(유튜브)로 공개됩니다. 신청시 동영상링크를 전달받을 휴대전화번호와 이메일을 정확하게 기입해주시기 바랍니다.
※발송번호(02-3290-1128)가 스팸등록되어 있지 않은지 확인요망

3. 교직원(사번을 부여받은 모든 경우)으로 재직 중이거나 재직 경험이 있는 졸업생의 경우, 신청 후 명단 확인이 되지 않은 경우가 있습니다. 해당자는 필히 careersvc@korea.ac.kr 로 링크를 전달받을 연락처를 전달해주시기 바랍니다.




",[직무특강] HR/경영지원_하계방학 직무아카데미접수기간                                        2020.07.13 10시~ 2020.07.20 13시지원마감 접수방법온라인접수선발방법선발세부일정진행일시2020.07.20 20시~ 2020.07.26 20시진행장소온라인(유튜브)신청 / 정원156명/900명접수시 필요항목안내/유의사항을 확인하셨습니까? 미숙지로 인한 불이익에 대해서는 책임지지 않습니다. 영상링크를 전달받을 휴대전화번호를 작성해주세요.(010-XXXX-XXXX 형식) 영상링크를 전달받을 이메일을 작성해주세요. (@korea.ac.kr 형식) 학교 이메일이 아닐 경우 발송불가,https://job.korea.ac.kr/repository/uploadfiles/editor/07/28a8b26f-6ee2-4d2a-92be-4419a1bc4bda.png,취업
45,https://job.korea.ac.kr/user/recu/program/pgmScheduleView.do?gjobPgmNo=480,커리어워크숍 - 가치와 의사결정 7/16 (목) 신청자 모집,"



","커리어워크숍 - 가치와 의사결정 7/16 (목) 신청자 모집접수기간                                        2020.07.10 09시~ 2020.07.15 15시지원마감 접수방법온라인접수선발방법선발세부일정진행일시2020.07.16 13시~ 2020.07.16 15시진행장소온라인 진행 예정 / 교육이 가능한 조용한 환경을 확보해 주시기 바랍니다.신청 / 정원5명/5명접수시 필요항목참가자 서약  -  본인은 코로나19 대응을 위한 온라인 비대면 워크숍 기간 동안 원활한 강의 진행을 위해 아래와 같이 임할 것을 서약합니다. 1. 본인은 카메라 촬영 각도를 유지하고, 복장 단정, 워크숍 진행 중 이동 금지 등 성실한 수업 태도를 유지하겠습니다.(예/ 아니오 로 응답) 2. 교육 내용에 대해 녹음이나 녹화를 하지 않을 것이며, 워크숍 중에 공유되는 자료는 개인적인 목적으로만 사용하며 외부로 배포하지 않겠습니다. (*동의하지 않을 경우 해당 서비스를 받을 수 없습니다.) (예/ 아니오 로 응답)",https://job.korea.ac.kr/repository/uploadfiles/editor/07/d45c308f-8207-40eb-be9c-77d04b6b0600.png,취업
46,https://job.korea.ac.kr/user/recu/program/pgmScheduleView.do?gjobPgmNo=479,커리어워크숍 - 강점찾기 7/15(수) 참가자 모집,"



","커리어워크숍 - 강점찾기 7/15(수) 참가자 모집접수기간                                        2020.07.09 09시~ 2020.07.14 15시지원마감 접수방법온라인접수선발방법선발세부일정진행일시2020.07.15 13시~ 2020.07.15 15시진행장소온라인 진행 예정 / 교육이 가능한 조용한 환경을 확보해 주시기 바랍니다.신청 / 정원5명/5명접수시 필요항목참가자 서약  -  본인은 코로나19 대응을 위한 온라인 비대면 워크숍 기간 동안 원활한 강의 진행을 위해 아래와 같이 임할 것을 서약합니다. 1. 본인은 카메라 촬영 각도를 유지하고, 복장 단정, 워크숍 진행 중 이동 금지 등 성실한 수업 태도를 유지하겠습니다.(예/ 아니오 로 응답) 2. 교육 내용에 대해 녹음이나 녹화를 하지 않을 것이며, 워크숍 중에 공유되는 자료는 개인적인 목적으로만 사용하며 외부로 배포하지 않겠습니다. (*동의하지 않을 경우 해당 서비스를 받을 수 없습니다.) (예/ 아니오 로 응답)",https://job.korea.ac.kr/repository/uploadfiles/editor/07/1d03aa12-f6d1-44e0-9035-c496b3333137.png,취업
52,https://job.korea.ac.kr/user/recu/program/pgmScheduleView.do?gjobPgmNo=473,7/15(수) 20년 상반기 공채기업 면접특징분석_하계방학 온라인 취업특강,"
본 페이지는 '2020학년도 하계방학 온라인 취업특강'
20년 상반기 공채기업 면접특징분석(7/15(수) 20:00~7/16(목) 20:00) 신청페이지입니다.

1. 안내/유의사항을 정확하게 확인해주시기 바랍니다. 미숙지로 인한 불이익에 대해서는 책임지지 않습니다.

3. 해당 취업특강은 온라인(유튜브)로 공개됩니다. 신청시 동영상링크를 전달받을 휴대전화번호와 이메일을 정확하게 기입해주시기 바랍니다.
※발송번호(02-3290-1128)가 스팸등록되어 있지 않은지 확인요망

3. 교직원(사번을 부여받은 모든 경우)으로 재직 중이거나 재직 경험이 있는 졸업생의 경우, 신청 후 명단 확인이 되지 않은 경우가 있습니다. 해당자는 필히 careersvc@korea.ac.kr 로 링크를 전달받을 연락처를 전달해주시기 바랍니다.



",7/15(수) 20년 상반기 공채기업 면접특징분석_하계방학 온라인 취업특강접수기간                                        2020.07.06 10시~ 2020.07.15 13시지원마감 접수방법온라인접수선발방법선발세부일정진행일시2020.07.15 20시~ 2020.07.16 20시진행장소온라인(유튜브)신청 / 정원461명/900명접수시 필요항목안내/유의사항을 확인하셨습니까? 미숙지로 인한 불이익에 대해서는 책임지지 않습니다. 영상링크를 전달받을 휴대전화번호를 작성해주세요.(010-XXXX-XXXX 형식) 영상링크를 전달받을 이메일을 작성해주세요. (@korea.ac.kr 형식) 학교 이메일이 아닐 경우 발송불가,https://job.korea.ac.kr/repository/uploadfiles/editor/07/9eac7aa7-65ac-4f78-8e7d-2e92c771d679.png,취업
53,https://job.korea.ac.kr/user/recu/program/pgmScheduleView.do?gjobPgmNo=472,7/14(화) 방학 중 만들어야할 취업 경쟁력 8가지_하계방학 온라인 취업특강,"
본 페이지는 '2020학년도 하계방학 온라인 취업특강'
방학 중 만들어야할 취업 경쟁력 8가지(7/14(화) 20:00~7/15(수) 20:00) 신청페이지입니다.

1. 안내/유의사항을 정확하게 확인해주시기 바랍니다. 미숙지로 인한 불이익에 대해서는 책임지지 않습니다.

3. 해당 취업특강은 온라인(유튜브)로 공개됩니다. 신청시 동영상링크를 전달받을 휴대전화번호와 이메일을 정확하게 기입해주시기 바랍니다.
※발송번호(02-3290-1128)가 스팸등록되어 있지 않은지 확인요망

3. 교직원(사번을 부여받은 모든 경우)으로 재직 중이거나 재직 경험이 있는 졸업생의 경우, 신청 후 명단 확인이 되지 않은 경우가 있습니다. 해당자는 필히 careersvc@korea.ac.kr 로 링크를 전달받을 연락처를 전달해주시기 바랍니다.



",7/14(화) 방학 중 만들어야할 취업 경쟁력 8가지_하계방학 온라인 취업특강접수기간                                        2020.07.06 10시~ 2020.07.14 13시지원마감 접수방법온라인접수선발방법선발세부일정진행일시2020.07.14 20시~ 2020.07.15 20시진행장소온라인(유튜브)신청 / 정원540명/900명접수시 필요항목안내/유의사항을 확인하셨습니까? 미숙지로 인한 불이익에 대해서는 책임지지 않습니다. 영상링크를 전달받을 휴대전화번호를 작성해주세요.(010-XXXX-XXXX 형식) 영상링크를 전달받을 이메일을 작성해주세요. (@korea.ac.kr 형식) 학교 이메일이 아닐 경우 발송불가,https://job.korea.ac.kr/repository/uploadfiles/editor/07/9eac7aa7-65ac-4f78-8e7d-2e92c771d679.png,취업
54,https://job.korea.ac.kr/user/recu/program/pgmScheduleView.do?gjobPgmNo=471,7/13(월) 하계방학을 활용한 취업 기초 다지기_하계방학 온라인 취업특강,"
본 페이지는 '2020학년도 하계방학 온라인 취업특강'
하계방학을 활용한 취업 기초 다지기(7/13(월) 20:00~7/14(화) 20:00) 신청페이지입니다.

1. 안내/유의사항을 정확하게 확인해주시기 바랍니다. 미숙지로 인한 불이익에 대해서는 책임지지 않습니다.

3. 해당 취업특강은 온라인(유튜브)로 공개됩니다. 신청시 동영상링크를 전달받을 휴대전화번호와 이메일을 정확하게 기입해주시기 바랍니다.
※발송번호(02-3290-1128)가 스팸등록되어 있지 않은지 확인요망

3. 교직원(사번을 부여받은 모든 경우)으로 재직 중이거나 재직 경험이 있는 졸업생의 경우, 신청 후 명단 확인이 되지 않은 경우가 있습니다. 해당자는 필히 careersvc@korea.ac.kr 로 링크를 전달받을 연락처를 전달해주시기 바랍니다.



",7/13(월) 하계방학을 활용한 취업 기초 다지기_하계방학 온라인 취업특강접수기간                                        2020.07.06 10시~ 2020.07.13 13시지원마감 접수방법온라인접수선발방법선발세부일정진행일시2020.07.13 20시~ 2020.07.14 20시진행장소온라인(유튜브)신청 / 정원417명/900명접수시 필요항목안내/유의사항을 확인하셨습니까? 미숙지로 인한 불이익에 대해서는 책임지지 않습니다. 영상링크를 전달받을 휴대전화번호를 작성해주세요.(010-XXXX-XXXX 형식) 영상링크를 전달받을 이메일을 작성해주세요. (@korea.ac.kr 형식) 학교 이메일이 아닐 경우 발송불가,https://job.korea.ac.kr/repository/uploadfiles/editor/07/9eac7aa7-65ac-4f78-8e7d-2e92c771d679.png,취업
89,https://job.korea.ac.kr/user/recu/program/pgmScheduleView.do?gjobPgmNo=436,영어면접 준비 워크숍_상반기 영문이력서 및 영어면접클리닉,"
본 페이지는 '2020학년도 상반기 영문이력서 및 영어면접클리닉'
영어면접 준비 워크숍(6/28(일) 13:00~18:00) 신청페이지입니다.

1. 안내/유의사항을 정확하게 확인해주시기 바랍니다. 미숙지로 인한 불이익에 대해서는 책임지지 않습니다.

2. 해당 워크숍은 온라인(Google Meet)으로 진행됩니다. 신청 시 참여링크를 전달받을 휴대전화번호와 이메일을 정확하게 기입하시기 바랍니다.

3. 신청 시 필수작성항목인 '희망 산업/기업/직무'의 작성이 어려운 경우, 워크숍 진행에 참고할 수 있도록 희망진로에 대해 최대한 구체적으로 작성해주시기 바랍니다. 

4. 교직원(사번을 부여받은 모든 경우)으로 재직 중이거나 재직 경험이 있는 졸업생의 경우, 신청 후 명단 확인이 되지 않은 경우가 있습니다. 해당자는 필히 careersvc@korea.ac.kr 로 기본정보(학번/학과/이름) 및 신청시 작성항목을 전달해주시기 바랍니다.


",영어면접 준비 워크숍_상반기 영문이력서 및 영어면접클리닉접수기간                                        2020.06.12 10시~ 2020.06.26 10시지원마감 접수방법온라인접수선발방법선발세부일정진행일시2020.06.28 13시~ 2020.06.28 18시진행장소온라인(Google Meet)신청 / 정원17명/20명접수시 필요항목안내/유의사항을 확인하셨습니까? 미숙지로 인한 불이익에 대해서는 책임지지 않습니다. 희망 산업/(외국계)기업/직무 또는 희망진로 참여링크를 전달받을 휴대전화번호를 작성해주세요.(010-XXXX-XXXX 형식) 참여링크를 전달받을 이메일을 작성해주세요. (@korea.ac.kr 형식) 학교 이메일이 아닐 경우 발송불가,https://job.korea.ac.kr/repository/uploadfiles/editor/06/12c266db-7d19-4286-8086-dfe163aa817e.png,취업
90,https://job.korea.ac.kr/user/recu/program/pgmScheduleView.do?gjobPgmNo=435,영문이력서 작성 워크숍_상반기 영문이력서 및 영어면접클리닉,"
본 페이지는 '2020학년도 상반기 영문이력서 및 영어면접클리닉'
영문이력서 작성 워크숍(6/27(토) 13:00~18:00) 신청페이지입니다.

1. 안내/유의사항을 정확하게 확인해주시기 바랍니다. 미숙지로 인한 불이익에 대해서는 책임지지 않습니다.

2. 해당 워크숍은 온라인(Google Meet)으로 진행됩니다. 신청시 참여링크를 전달받을 휴대전화번호와 이메일을 정확하게 기입하시기 바랍니다.

3. 신청 시 필수작성항목인 '희망 산업/기업/직무'의 작성이 어려운 경우, 워크숍 진행에 참고할 수 있도록 희망진로에 대해 최대한 구체적으로 작성해주시기 바랍니다. 

4. 교직원(사번을 부여받은 모든 경우)으로 재직 중이거나 재직 경험이 있는 졸업생의 경우, 신청 후 명단 확인이 되지 않은 경우가 있습니다. 해당자는 필히 careersvc@korea.ac.kr 로 기본정보(학번/학과/이름) 및 신청시 작성항목을 전달해주시기 바랍니다.


",영문이력서 작성 워크숍_상반기 영문이력서 및 영어면접클리닉접수기간                                        2020.06.12 10시~ 2020.06.26 10시지원마감 접수방법온라인접수선발방법선발세부일정진행일시2020.06.27 13시~ 2020.06.27 18시진행장소온라인(Google Meet)신청 / 정원20명/20명접수시 필요항목안내/유의사항을 확인하셨습니까? 미숙지로 인한 불이익에 대해서는 책임지지 않습니다. 희망 산업/(외국계)기업/직무 또는 희망진로 참여링크를 전달받을 휴대전화번호를 작성해주세요.(010-XXXX-XXXX 형식) 참여링크를 전달받을 이메일을 작성해주세요. (@korea.ac.kr 형식) 학교 이메일이 아닐 경우 발송불가,https://job.korea.ac.kr/repository/uploadfiles/editor/06/12c266db-7d19-4286-8086-dfe163aa817e.png,취업
91,https://job.korea.ac.kr/user/recu/program/pgmScheduleView.do?gjobPgmNo=434,글로벌기업 취업전략_상반기 영문이력서 및 영어면접클리닉,"
본 페이지는 '2020학년도 상반기 영문이력서 및 영어면접클리닉'
글로벌기업 취업전략(6/22(월) 20:00~6/26(금) 20:00) 신청페이지입니다.

1. 안내/유의사항을 정확하게 확인해주시기 바랍니다. 미숙지로 인한 불이익에 대해서는 책임지지 않습니다.

2. 해당 특강은 온라인(유튜브)으로 공개됩니다. 신청시 동영상링크를 전달받을 휴대전화번호와 이메일을 정확하게 기입해주시기 바랍니다.
※링크 발송번호(02-3290-1128)가 스팸등록되어 있지 않은지 확인요망

3. 교직원(사번을 부여받은 모든 경우)으로 재직 중이거나 재직 경험이 있는 졸업생의 경우, 신청 후 명단 확인이 되지 않은 경우가 있습니다. 해당자는 필히 careersvc@korea.ac.kr 로 링크를 전달받을 연락처를 전달해주시기 바랍니다.


",글로벌기업 취업전략_상반기 영문이력서 및 영어면접클리닉접수기간                                        2020.06.12 10시~ 2020.06.22 13시지원마감 접수방법온라인접수선발방법선발세부일정진행일시2020.06.22 20시~ 2020.06.26 20시진행장소온라인(유튜브)신청 / 정원75명/900명접수시 필요항목안내/유의사항을 확인하셨습니까? 미숙지로 인한 불이익에 대해서는 책임지지 않습니다. 영상링크를 전달받을 휴대전화번호를 작성해주세요.(010-XXXX-XXXX 형식) 영상링크를 전달받을 이메일을 작성해주세요. (@korea.ac.kr 형식) 학교 이메일이 아닐 경우 발송불가,https://job.korea.ac.kr/repository/uploadfiles/editor/06/12c266db-7d19-4286-8086-dfe163aa817e.png,취업
160,https://job.korea.ac.kr/user/recu/program/pgmScheduleView.do?gjobPgmNo=365,"모의면접 대기신청_2020학년도 5,6,7월 모의면접클리닉","
본 페이지는 '2020학년도 상반기 모의면접클리닉' 
모의면접 대기자 신청페이지입니다.

특정 시점에 대기자가 많이 몰릴 경우 모의면접을 추가 편성하여 진행하오니
적극적으로 신청해주시기 바랍니다.



※홍보물 및 안내/유의사항 내용을 정확하게 숙지하고 신청하시기 바랍니다. 미숙지로 인한 불이익은 책임지지 않습니다.



1. 본 페이지는 '대기자' 신청페이지입니다. 참여희망하는 회차의 신청이 마감된 경우에만 신청해주시기 바랍니다.
※본 페이지는 중복신청이 불가합니다. 하여 5월 모의면접클리닉 대기 신청 후 6월or7월 모의면접클리닉 대기신청을 희망하는 경우 등은 careersvc@korea.ac.kr로 신청시 작성 항목을 별도 전달해주시기 바랍니다.


2. 취소자가 발생하면 개별연락드립니다. 관련 서류는 연락받은 후 제출하시면 됩니다.



3. 교직원(사번을 부여받은 모든 경우)으로 재직 중이거나 재직 경험이 있는 졸업생의 경우, 신청을 하셨더라도 명단이 확인되지 않는 경우가 있습니다. 

  해당자는 필히 careersvc@korea.ac.kr 로 1)학번/학과/연락처 2)신청시 작성항목 을 별도 전달해주시기 바랍니다.



","모의면접 대기신청_2020학년도 5,6,7월 모의면접클리닉접수기간                                        2020.05.25 10시~ 2020.07.14 00시지원마감 접수방법온라인접수선발방법선발세부일정진행일시2020.07.16 00시~ 2020.07.16 00시진행장소418기념관 1층 경력개발센터신청 / 정원86명/200명접수시 필요항목면접통보 받았는지 유/무(면접대상자는 면접일도 표기할 것) '대기'신청 희망하는 회차(모두 작성, X월X회차 형식으로 입력) (모의면접 희망하는) 기업명(1개만 작성)(모의면접 희망하는) 직무명(1개만 작성)",https://job.korea.ac.kr/repository/uploadfiles/editor/05/a739b488-3fea-406e-8a9b-4676de32e980.png,취업
161,https://job.korea.ac.kr/user/recu/program/pgmScheduleView.do?gjobPgmNo=364,7월 모의면접 5~8회차_상반기 모의면접클리닉,"
본 페이지는 '2020학년도 상반기 모의면접클리닉' 中 
7월 모의면접(5~8회차) 신청페이지입니다.



※홍보물 및 안내/유의사항 내용을 정확하게 숙지하고 신청하시기 바랍니다. 미숙지로 인한 불이익은 책임지지 않습니다.



1. 서류제출이 확인된 학생들에게 한하여 참여할 회차를 확정한 뒤 개별안내드립니다.(문자 또는 메일)

 - 면접통보를 받은 학생은 관련 증빙자료를 제출해야 희망회차로 우선 편성됨

 - 안내 문자는 02-3290-1128 번호로 발송될 예정이니, 해당 번호가 스팸처리 되어 있지 않은지 확인할 것



2. 기한 내 관련 서류를 제출하지 않을 시 신청이 취소됩니다.(신청 후 3일 이내)



3. 교직원(사번을 부여받은 모든 경우)으로 재직 중이거나 재직 경험이 있는 졸업생의 경우, 신청을 하셨더라도 명단이 확인되지 않는 경우가 있습니다. 

  해당자는 필히 careersvc@korea.ac.kr 로 1)학번/학과/연락처 2)신청시 작성항목 을 별도 전달해주시기 바랍니다.




",7월 모의면접 5~8회차_상반기 모의면접클리닉접수기간                                        2020.06.15 10시~ 2020.07.06 00시지원마감 접수방법온라인접수선발방법선발세부일정진행일시2020.07.15 00시~ 2020.07.15 00시진행장소418기념관 1층 경력개발센터신청 / 정원16명/16명접수시 필요항목안내/유의사항을 확인하셨습니까? 미숙지로 인한 불이익에 대해서는 책임지지 않습니다. 면접통보 받았는지 유/무(면접대상자는 희망회차에 우선편성) 7월 모의면접 5~8회차 중 참여가능한 회차(모두 작성) (모의면접 희망하는) 기업명(1개만 작성)(모의면접 희망하는) 직무명(1개만 작성),https://job.korea.ac.kr/repository/uploadfiles/editor/05/75cd3c98-e7dd-48ad-893f-78ce1e7ece8c.png,취업
